Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00715-2022,"Green Yard Hotel, Restaurant, Café, Bar, and Events Place",Isabela,Cauayan City,"Green Yard Hotel, Don Jose Canciller Avenue",9165412659,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00381-2021,Japi Traveller's Hotel and Restaurant,Isabela,Cauayan City,Maharlika Highway,9175424625,http://japihotel.com,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00717-2022,MAISON HOTEL,Isabela,Cauayan City,"burgos st, district 1, cauayan city, isabela",9171709263,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00843-2023,MT. CLARAMUEL RESORT AND EVENTS PLACE,Isabela,Ilagan City,Marana 3rd,9952901333,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00759-2022,NEW AMITY HOTEL,Isabela,Cauayan City,NATIONAL HIGHWAY,9178405862,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00315-2021,ORIENT HOTEL,Isabela,Cauayan City,San Fermin,9164148607,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01387-2024,SUPER 5R CORPORATION,Isabela,Cabagan,UGAD,9364967209,,"October 31, 2025"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00893-2023,VICTORIA HOTEL DRIVE-INN,Isabela,Cauayan City,Purok 2,9357921274,,"October 31, 2025"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00048-2021,Vercida's Hotel and Restaurant,Isabela,Gamu,"Camp Site Upi, Gamu, Isabela",9685198592,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00740-2022,MEACO ROYAL HOTEL,Isabela,Ilagan City,GANGAN ST.,9157043326,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01664-2024,VILLA MERCEDES NATURE FARM AND RESORT,Isabela,Ilagan City,NAMNAMA,9173268271,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00025-2021,CAMPOS VERDE HOTEL,Isabela,Roxas,SAN ANTONIO,9563694557,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00636-2022,LAPERFECTA CONVENTION CENTER-VILLA & RESORT,Isabela,San Mateo,"Daramuangan Norte, San Mateo, ISabela",9175500399,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00821-2023,Charina’s Suite Hotel,Isabela,Santiago City,Along National Highway,9951814180,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00794-2022,DAN ROSE TRAVELERS SUITES,Isabela,Santiago City,"Purok-4 Ancheta St. Mabini Santiago City, Isabela",9176846668,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00027-2021,Dreamwave Hotel Santiago,Isabela,Santiago City,"XRC Mall National Highway, Villasis, Santiago City",9772782674,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01690-2024,"GATIOAN RESORT AND HOTEL, INC.",Isabela,Santiago City,SAN ANDRES,9178169484,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01687-2024,GONZALES HOTEL,Isabela,Cauayan City,SAN FERMIN,9565149148,,"October 31, 2025"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00776-2022,MITZMIKE HOTEL,Isabela,Santiago City,"Basilio Ext., Purok 6",9273537350,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00907-2023,Hotel Cresencia,Isabela,Tumauini,"Liwanag, tumauini, isabela",9171354484,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00965-2023,hotel Doña juana,Isabela,Tumauini,#56 national highway lingaling tumauini isabela,9175361806,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01650-2024,MARIO'S HOTEL,Isabela,Tumauini,SANTA VISITACION,9558601097,,"October 31, 2025"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01327-2024,DISADECO HOTEL (DIFFUN SARANAY AND DEVELOPMENT COOPERATIVE),Nueva Vizcaya,Bambang,"Diversion Road, San Nicolas North",9166326362,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00874-2023,Rvs Nature park,Nueva Vizcaya,Aritao,"Purok saranay, Brgy. Bone North Aritao",9555486456,https://rvsfarms101.wixsite.com/website-1,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00744-2022,SATY ACCOMMODATION AND TOURIST INN,Nueva Vizcaya,Bambang,"Sto. Domingo (Tabangan), Bambang Nueva Vizcaya",9270479433,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00796-2022,SOFIA HOTEL,Nueva Vizcaya,Bambang,"National Highway,Barangay Macate,Bambang,Nueva Vizcaya",9171002340,https://www.facebook.com/SofiahotelNV,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00034-2021,LO TUS GARDEN HOTEL,Nueva Vizcaya,Bayombong,"DIVERSION ROAD, BRGY. STA. ROSA",9759294142,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00021-2021,Saber Inn Inc,Nueva Vizcaya,Bayombong,115 National Road,9156103426,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00917-2023,Wilwin Hotel,Nueva Vizcaya,Bayombong,Purok 2 Acierto Street,09054074584/09566891883,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-01631-2024,HEARTLAND FARM HOTEL,Nueva Vizcaya,Kasibu,"P7, Bañaga St., Poblacion",9560679779,,"October 31, 2025"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00791-2022,247INN AND RESORT,Nueva Vizcaya,Solano,NATIONAL HIGHWAY,9564096445,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00203-2021,AM/PM LODGE ANNEX,Nueva Vizcaya,Solano,"ESPINO STREET,BRGY.ROXAS,SOLANO,NUEVA VIZCAYA",9276463117,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00779-2022,MEACO ROYAL HOTEL INC.,Nueva Vizcaya,Solano,NATIONAL HIGHWAY,9163491028,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00783-2022,Shana Lodge,Nueva Vizcaya,Solano,Aratal St.,9058137692,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00787-2022,VALENTINA HOTEL AND RESTAURANT (NVAKMPCO),Nueva Vizcaya,Solano,NV ALAY KAPWA BUILDING POBLACION SOUTH SOLANO NUEVA VIZCAYA,9368083818,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00782-2022,Yanis Lodge,Nueva Vizcaya,Solano,Burgos St. Ext.,9273813378,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00784-2022,MGT HOTEL,Quirino,Cabarroguis,GUNDAWAY,9175280177,,"October 31, 2026"
Region 2,Mabuhay Accommodation,DOT-R02-MAB-00622-2022,ABRASA MPC HOTEL,Quirino,Cabarroguis,"NATIONAL HIGHWAY, GUNDAWAY, CABARROGUIS, QUIRINO",#ERROR!,https://abrasampc.com/,"October 31, 2026"
Region 2,Resort,DOT-R02-RES-00817-2023,TAM-AN MT. RESORT AND HOTEL,Nueva Vizcaya,Bayombong,"PUROK 6, BUSILAC, BAYOMBONG, NUEVA VIZCAYA",917502416,,"October 31, 2026"
Region 2,Resort,DOT-R02-RES-01686-2024,PLT WELLNESS AND MOUNTAIN RESORT,Nueva Vizcaya,Solano,"PUROK 3, BASCARAN",9178225830,,"October 31, 2026"
Region 2,Resort,DOT-R02-RES-01010-2023,SAM'S MOUNTAINVIEW RESORT AND HOTEL,Quirino,Diffun,MARIA CLARA DIFFUN QUIRINO,09292785918/09268960486,https://www.facebook.com/samsmountainview/,"October 31, 2026"
Region 2,Rest Area,DOT-R02-TRE-00072-2021,PETROMAR TRADE AND SERVICE CENTER,Cagayan,Tuguegarao City,BUNTUN HIGHWAY TUGUEGARAO CITY,9175645511,,"February 6, 2025"
Region 2,Rest Area,DOT-R02-TRE-00566-2022,HILSEN GASOLINE STATION,Isabela,San Mateo,"Daramuangan Norte, San Mateo, ISabela",9175772121,,"August 15, 2025"
Region 2,Rest Area,DOT-R02-TRE-00045-2021,BLAZING STAR PETROLEUM (SDV),Isabela,Cabatuan,DIAMANTINA,9560296118,,"December 20, 2025"
Region 2,Rest Area,DOT-R02-TRE-00758-2022,CARIDAD AUTOMOTIVE FUELS,Quirino,Maddela,"National Highway, Poblacion Sur, Maddela",9175319461,,"February 6, 2025"
Region 2,Rest Area,DOT-R02-TRE-01303-2024,DISADECO FUEL,Nueva Vizcaya,Bayombong,"DIVERSION ROAD, SAN NICOLAS",9166326362,,"March 1, 2025"
Region 2,Rest Area,DOT-R02-TRE-01685-2024,DISADECO FUEL,Quirino,Diffun,CAJEL,9778059766,,"December 17, 2025"
Region 2,Rest Area,DOT-R02-TRE-00449-2022,U-NEED GAS,Quirino,Cabarroguis,"Ourok 5, Gundaway",9175034448,,"May 13, 2025"
Region 2,Restaurant,DOT-R02-RST-00793-2022,BUNKERS BISTRO,Batanes,Basco,KAYVALUGANAN,9499856938,,"January 2, 2026"
Region 2,Restaurant,DOT-R02-RST-00665-2023,COCINA ROCIO,Cagayan,Tuguegarao City,"Pengue Ruyu, Tuguegarao City",9151341899,,"October 8, 2025"
Region 2,Restaurant,DOT-R02-RST-01015-2023,ASIAN BITES FUSION CUISINE CO.,Isabela,Ilagan City,"MAHARLIKA HIGHWAY, BARANGAY BALIGATAN, CITY OF ILAGAN, ISABELA",9364474689,,"September 17, 2025"
Region 2,Restaurant,DOT-R02-RST-00904-2023,BEANS AND SYRUP CAFE SHOP,Isabela,Cauayan City,SAN FERMIN,9505354126,,"August 19, 2025"
Region 2,Restaurant,DOT-R02-RST-01680-2024,CITYVILLE COFFEE SHOP,Isabela,Ilagan City,SAN VICENTE,9560693344,,"December 13, 2025"
Region 2,Restaurant,DOT-R02-RST-01432-2024,OUR-CAFE BY GRACIA COFFEE SHOP,Isabela,Alicia,Antonino,9552536043,,"June 29, 2025"
Region 2,Restaurant,,TAVERNA CAFE,Isabela,Reina Mercedes,NAPACCU PEQUENO,9171850055,,"June 29, 2025"
Region 2,Restaurant,DOT-R02-RST-00780-2022,OTEPS HARDIN RESTAUARANT,Isabela,Cauayan City,San Fermin,9189593425,,"March 19, 2025"
Region 2,Restaurant,DOT-R02-RST-01486-2024,TASTE OF CAUAYAN STEAK HOUSE,Isabela,Cauayan City,San Fermin,9064669367,,"August 2, 2025"
Region 2,Restaurant,DOT-R02-RST-01488-2024,BEATA ERINE'S CAFE,Isabela,City of Ilagan,Baligatan,9670563823,,"August 2, 2025"
Region 2,Restaurant,DOT-R02-RST-0006-2021,OTEP'S TINUNO,Isabela,Ilagan City,"San Fermin, Cauayan City",9189593425,,"April 8, 2025"
Region 2,Restaurant,DOT-R02-RST-00060-2021,SEGURO'S SNACK HAUS AND RESTAURANT,Cagayan,Gattaran,"Aguiguican, Gattaran",9262111226,,"March 13, 2025"
Region 2,Restaurant,DOT-R02-RST-01302-2024,LOFTY HAVEN CAFE,Isabela,IIagan City,"Osmena, Ilagan City",9752927326,,"March 1, 2025"
Region 2,Restaurant,DOT-R02-RST-01306-2024,BELLAS MILK TEA SHOP,Cagayan,Santa Ana,"Zone 7, San Antonio, Palawig",9260861923,,"March 13, 2025"
Region 2,Restaurant,DOT-R02-RST-00455-2022,RAM'S FOOD HUB,Isabela,Ilagan City,BRGY. BAGUMBAYAN,9358390747,,"April 26, 2025"
Region 2,Restaurant,DOT-R02-RST-01316-2024,MAHARAJA FOOD CORP.,Isabela,Ilagan City,"BARANGAY BALIGATAN, CITY OF ILAGAN, ISABELA",9661702699,,"April 8, 2025"
Region 2,Restaurant,DOT-R02-RST-01317-2024,TAGPUAN GRILL AND RESTO BAR,Isabela,San Mateo,"DARAMUANGAN SUR, SAN MATEO, ISABELA",9277083571,,"Aprill 8, 2025"
Region 2,Restaurant,DOT-R02-RST-01318-2024,MAGIC PAN CAFE,Nueva Vizcaya,Solano,"ROXAS, SOLANO, NUEVA VIZCAYA",9614915488,,"April 8, 2025"
Region 2,Restaurant,DOT-R02-RST-01519-2024,MQ'S RESTAURANT,Isabela,Delfin Albano,BRGY. CONCEPCION,9453360634,,"August 21, 2025"
Region 2,Restaurant,DOT-R02-RST-00385-2021,KUSINA KAWAYAN SA CAUAYAN,Isabela,Cauayan City,"#89 Don jose canciller avenue cauayan city isabela, District I",9772778962,,"August 21, 2025"
Region 2,Restaurant,DOT-R02-RST-01319-2024,BABA LEO'S SHAWARMA AND ARABIC RESTAURANT (LAST REGNANT LEISURE HUB),Isabela,San Manuel,"SANTA CRUZ, SAN MANUEL, ISABELA",9171884113,,"April 8, 2025"
Region 2,Restaurant,DOT-R02-RST-00070-2021,"KUSINA CAGAYANA MANAGEMENT, INC.",Cagayan,Tuguegarao City,LEONARDA,9173039568,,"November 27, 2025"
Region 2,Restaurant,DOT-R02-RST-00460-2022,PATIO ENRICO RESTAURANT,Cagayan,Tuguegarao City,"Tanza, Tuguegarao City",9663277643,,"February 12, 2025"
Region 2,Restaurant,DOT-R02-RST-01294-2024,PATIO ENRICO,Cagayan,Tuguegarao City,"Majestic Hills, Maharlika Highway, Caggay",9176351076,,"February 13, 2025"
Region 2,Restaurant,DOT-R02-RST-01669-2024,CALLE-TRES FOOD HUB,Isabela,San Manuel,"NATIONAL HIGHWAY, DISTRICT III",9161559207,,"December 5, 2025"
Region 2,Restaurant,DOT-R02-RST-01301-2024,MQ COFFEE SHOP (KAPE ILOKANO),Isabela,Ilagan City,"Real Estate Building, Alibagu, Ilagan City",9171186527,,"March 1, 2025"
Region 2,Restaurant,DOT-R02-RST-01014-2023,LAMESA GRILL HOUSE,Isabela,Ilagan City,"BARANGAY BALIGATAN, CITY OF ILAGAN, ISABELA",9658126475,,"September 12, 2025"
Region 2,Restaurant,DOT-R02-RST-01329-2024,LINONG BAR AND RESTAURANT,Isabela,Quirino,"Purok 1, Brgy. Luna",9069369963,,"April 24, 2025"
Region 2,Restaurant,DOT-R02-RST-01323-2024,NORTHERN BREW CAFE,Isabela,Ilagan City,"29:11 GAS STATION, GAMU-ROXAS ROAD, UPI, GAMU",9275970006,,"April 23, 2025"
Region 2,Restaurant,DOT-R02-TRE-00179-2021,LA PERFECTA CAFE AND RESTAURANT,Isabela,San Mateo,"Daramuangan Norte, San Mateo, Isabela",9228039235,,"August 15, 2025"
Region 2,Restaurant,DOT-R02-RST-00031-2021,MARCO PAULO CAFE AND RESTAURANT,Isabela,Cauayan City,"San Fermin, Cauayan City",9065604637,,"April 18, 2025"
Region 2,Restaurant,DOT-R02-RST-01692-2024,PRIMO DRINK AND DINE CORPORATION,Isabela,Cauayan City,SAN FERMIN,9178881932,,"December 27, 2025"
Region 2,Restaurant,DOT-R02-RST-01521-2024,COCINA PACITA,Isabela,Delfin Albano,Ragan Sur,9175743777,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-01522-2024,GREENFIEDS FOOD CORP. (GERRY'S),Isabela,Ilagan City,Alibagu,9173897648,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-01523-2024,JUANSTOP RESTAURANT (YANG CHOW),Isabela,Ilagan City,Santa Barbara,9668669351,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-01524-2024,COCINA ROCIO,Isabela,Ilagan City,Alibagu,9154251770,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-00044-2021,JD BRIDGESIDE RESTAURANT,Isabela,Ilagan City,Guinatan,9178254013,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-00038-2021,GRACE PIZZA FOOD HOUSE,Isabela,Ilagan City,Alibagu,9757150511,,"August 27, 2025"
Region 2,Restaurant,DOT-R02-RST-00023-2021,TOMGOOTS KITCHEN,Isabela,Cabatuan,DIAMANTINA,9560296118,,"December 20, 2025"
Region 2,Restaurant,DOT-R02-RST-01324-2024,KESINGNGO RESTAURANT,Nueva Vizcaya,Bagabag,"NATIONAL HIGHWAY, TUAO SOUTH",9985752820,,"April 23, 2025"
Region 2,Restaurant,DOT-R02-RST-01300-2024,MOMO'S BISTRO,Nueva Vizcaya,Bayombong,"District IV, Bayombong",9176230663,,"March 1, 2025"
Region 2,Restaurant,DOT-R02-RST-00067-2021,Vizcaya White Stone Corporation (MRS. BAKER'S RESTAURANT AND PASTRY SHOP),Nueva Vizcaya,Bayombong,"National Road, Don Tomas Maddela, Bayombong, Nueva Vizcaya",9175078999,,"August 2, 2025"
Region 2,Restaurant,DOT-R02-RST-01482-2024,SARTIN CAFE,Nueva Vizcaya,Santa Fe,"MALICO, SANTE FE",9954688187,,"July 31, 2025"
Region 2,Restaurant,DOT-R02-RST-00935-2023,JACQUES FARM GARDEN EVENTS MANAGEMENT,Cagayan,Lal-Lo,"Zone 4, Santa Maria",9213489223,,"May 15, 2025"
Region 2,Restaurant,DOT-R02-RST-01326-2024,BIG EATS BARBECUE PLACE,Nueva Vizcaya,Bambang,Brgy. Macate,9171230849,,"April 24, 2025"
Region 2,Restaurant,DOT-R02-RST-00302-2021,EKS-BAKESHOP AND RESTAURANT,Quirino,Nagtipunan,Dipantan,9171176025,,"August 2, 2025"
Region 2,Restaurant,DOT-R02-RST-00295-2021,BUDDIES PLACE,Quirino,Maddela,"National Highway, Poblacion Sur, Maddela",9175319461,,"February 23, 2025"
Region 2,Restaurant,DOT-R02-RST-00764-2022,BUDDIES PLACE (TEAM EMPIRE),Quirino,Maddela,"National Highway, Poblacion Sur, Maddela",9155044757,,"February 6, 2025"
Region 2,Restaurant,DOT-R02-RST-00935-2023,THE GREEN OASIS OF DUPAX RESTAURANT,Nueva Vizcaya,Dupax Del Sur,Mangayang,9983314947,,"August 7, 2025"
Region 2,Restaurant,DOT-R02-RST-00405-2021,SATY CAFFE RESTAURANT,Nueva Vizcaya,Bambang,Macate,9262075329,,"October 24, 2025"
Region 2,Restaurant,DOT-R02-RST-01542-2024,V CAFE AND MUSIC LOUNGE,Isabela,Cauayan City,"Purok 2, San Fermin",9667645071,,"September 9, 2025"
Region 2,Restaurant,DOT-R02-RST-00008-2021,PARKWINGS RESTAURANT,Isabela,Ilagan City,Baligatan,9066768657,,"September 12, 2025"
Region 2,Restaurant,DOT-R02-RST-00188-2021,NEW SUPERIORS RESTAURANT,Isabela,Ilagan City,Santa Barbara,9176316279,,"September 12, 2025"
Region 2,Restaurant,DOT-R02-RST-01553-2024,SA LILIM GRILL AND RESTO BAR,Isabela,Cauayan City,Cabaruan,9269298489,,"September 12, 2025"
Region 2,Restaurant,DOT-R02-RST-01607-2024,DADDY JUN PANCITERIA,Isabela,Ilagan City,Alibagu,9277037317,,"October 14, 2025"
Region 2,Restaurant,DOT-R02-RST-00050-2021,MACIE PANSIT BATILPATONG,Isabela,Ilagan City,Calamagui 1st,9569101061,,"October 14, 2025"
Region 2,Restaurant,DOT-R02-RST-01609-2024,FAITH AND GRACE KAINAN,Quirino,Diffun,Andres Bonifacio,9531252137,,"October 14, 2025"
Region 2,Spa,DOT-R02-SPA-01305-2024,DROLLY'S HOLISTIC THERAPY CENTER,Isabela,Ilagan City,"JHU Grains Center, Baligatan",9190959698,,"August 31, 2025"
Region 2,Spa,DOT-R02-SPA-00317-2024,NATURE SPA BY ROSEMARIE,Isabela,Ilagan City,San Vicente,9052847569,,"August 31, 2025"
Region 2,Tertiary Hospital,DOT-R02-TTH-00723-2022,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC.",Isabela,Cauayan City,Cabaruan,783045146,,"November 15, 2026"
Region 2,Tourism Recreation Center,DOT-R02-SRC-01321-2024,SAND GARDEN PLAYGROUND (LAST REGNANT LEISURE HUB),Isabela,San Manuel,"Santa Cruz, San Manuel",9171884113,,"April 18, 2025"
Region 2,Tourism Recreation Center,DOT-R02-SRC-00652-2022,Saty Amusement Park,Nueva Vizcaya,Bambang,National highway,9270479433,,"November 15, 2025"
Region 2,Land Transport Operator,DOT-R02-TTO-00473-2022,Northern Luzon Transport Operators & Drivers Multi-Purpose Cooperative (NOLTRANSCO),Isabela,Santiago City,"P-6 Mabato Pare St., Malini, Malvar, Santiago City",9053632366,,"April 30, 2026"
Region 2,Land Transport Operator,DOT-R02-TTO-00653-2022,RVTJ TOURS,Isabela,Santiago City,20 Everlasting St Rosario Santiago City Isabela,9267250868,https://www.facebook.com/rvtjtours.2007,"April 30, 2026"
Region 2,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R02-TSP-01665-2024,BANGAG VISITORS PAVILION,Cagayan,Lal-Lo,BANGAG,9175419015,,"December 3, 2025"
Region 2,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R02-TSP-01667-2024,NASSIPING VISITORS PAVILION,Cagayan,Gattaran,NASSIPING,9175419015,,"December 3, 2025"
Region 2,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R02-TSP-01666-2024,ZITANGA VISITORS PAVILION,Cagayan,Ballesteros,ZITANGA,9175419015,,"December 3, 2025"
Region 2,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R02-TSP-00698-2022,NITIDUS GENERAL MERCHANDISE,Isabela,Cauayan City,DISTRICT III,9973364240,,"December 6, 2025"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00296-2021,Explore Quirino Travel and Tours,Quirino,Cabarroguis,Purok 6 San Marcos Cabarroguis Quirino,9166359978,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-01350-2024,Gracious Angeli Travel & Tours,Isabela,Santiago City,"Level 2 Robinsons Place , Maharlika Highway, Mabini Santiago City",9958424115,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00920-2023,Hosanna Travel and Tours,Cagayan,Tuguegarao City,26 Aquino St,9177251457,https://facebook.com/Hosannatraveltours,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00530-2022,I.B.S. TRAVEL AND TOURS,Batanes,Basco,Cantor Street,9399126701,,"June 30, 2025"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00830-2023,JAZ TRAVEL AND TOURS,Cagayan,Tuguegarao City,San Jacinto Bldg Legaspi Cor. Mabini St. Centro 8,9161262988,,"June 30, 2026"
Region 2,Tour Operator,DOT-R02-TOP-00648-2022,JRG TUKUN TOUR SERVICES,Batanes,Basco,124 Abuyo St,9673997708,,"June 30, 2026"
Region 2,Tour Operator,DOT-R02-TOP-00476-2022,KAYVAN TOURS & SERVICES,Batanes,Basco,"Barsana St, San Antonio, Basco, Batanes",9088799263,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00217-2021,KM HOSPITALITY INDUSTRY TRAINING TRAVEL AND TOURS,Cagayan,Tuguegarao City,23 - A COLLEGE AVENUE CARITAN SUR TUGUEGARAO CITY CAGAYAN VALLEY R02 PHILIPPINES,9175972960,https://kmtraveltuguegarao.netlify.app,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00189-2021,LEISURE PERKS TRAVEL AND TOURS,Isabela,Cauayan City,MARTIN BLDG 72 ROXAS STREET,9162292592,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-01021-2023,MR TRAVEL AND TOURS,Isabela,Cauayan City,MAHARLIKA HIGHWAY,9157744082,,"June 30, 2026"
Region 2,Tour Operator,DOT-R02-TOP-00545-2022,Naidi Hills Tour Services,Batanes,Basco,"Brgy. Kayvaluganan, Basco, Batanes",9691709988,,"June 30, 2026"
Region 2,Tour Operator,DOT-R02-TOP-00551-2022,NORTHERN ISLAND TRAVEL & TOURS,Batanes,Ivana,Agana St. San Vicente Ivana Batanes,9672773800,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00382-2021,PINK DIAMOND INTERNATIONAL TRAVEL AND TOURS,Isabela,Santiago City,"#173 Carreon Bldg. Bayaua Street, Corner RC Miranda, City Road.",9267479202,https://www.facebook.com/pinkdiamondinternational,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00559-2022,TATTUS TRAVEL AND TOURS,Batanes,Basco,"DITA STREET, KAYHUVUKAN, BASCO",09079449993/09292255611,https://web.facebook.com/tattustravelandtours/,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00426-2021,Traveliz tours and services,Cagayan,Sanchez-Mira,278 padama st,9175194594,https://www.facebook.com/traveliztoursandservices,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00749-2022,TREKKERS ZONE TRAVEL AND TOURS,Cagayan,Tuguegarao City,"TREKKERS ZONE TRAVEL AND TOURS, 10A DAQUIOG BLDG., WASHINGTON ST.",0788442340 / 0917 705 0181 / 0995 158 1508,https://www.facebook.com/TZTandT,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-01009-2023,Global Miles Tours and Travel,Isabela,Santiago City,"RM 201, 2nd Floor, Heritage Building Malvar",9271533686,,"June 30, 2026"
Region 2,Travel and Tour Agency,DOT-R02-TTA-00301-2021,TRAVELESQUE TRAVEL AND TOURS,Nueva Vizcaya,Solano,"Ongtao Building, Mabini Street, Brgy. Quezon",9176731031,,"June 30, 2025"
