Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01807-2024,VERGIES INN,Bulacan,San Jose Del Monte City,"BLOCK 39 LOT 9 P-3 CAMIA ST SAN MARTIN 1 AREA C, BRGY. SAN MARTIN, SAN JOSE DEL MONTE CITY, BULACAN",0977 7122394,erwin.timan0605@yahoo.ca,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00070-2020,MARAHUYO PRIVATE RESORT,Bulacan,Pulilan,LOT 3499 BRGY DULONG MALABON PULILAN BULACAN,0917 8650525,kalvin_enriquez@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01207-2023,HOTEL TURISTA,Bulacan,San Jose Del Monte City,"3RD FLOOR TM CENTERPOINT BOCAUE ROAD, BRGY. TUNGKONG MANGGA, SAN JOSE DEL MONTE CITY, BULACAN",0927 2715127,htibeneathjoyrobles@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-RES-00049-2020,AMANA WATERPARK,Bulacan,Pandi,"1525 SANTISSIMA ST.,, BRGY. BAGONG BARRIO, PANDI, BULACAN",0939-9233089/09178866220,amanawaterpark@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01892-2024,MARINER'S HUB EVENT'S PLACE,Bulacan,San Jose Del Monte City,"MARINER'S HUB, GUMAOK ROAD EXT. PAKULIS, BRGY. POBLACION I, SAN JOSE DEL MONTE CITY, BULACAN",0917 6884238,marinershub2016@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01833-2024,AMALI PRIVATE POOL,Bulacan,San Jose Del Monte City,"4049 VIDAL POLICARPIO ST SITIO TALISAY DULONG BAYAN , SAN JOSE DEL MONTE CITY, BULACAN",9671668935,amaliprivatepool@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01843-2024,RHOSE GARDEN RESORT AND EVENT PLACE,Bulacan,San Jose Del Monte City,"L14 B6 PARADISE DRIVE, PARADISE I, BRGY. TUNGKONG MANGGA, SAN JOSE DEL MONTE CITY, BULACAN",0917 5892170,marifecasaul53@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02345-2025,CEJEL PRIVATE RESORT,Bulacan,San Jose Del Monte City,"LOT F PUROK 4, BRGY. PARADISE III, SAN JOSE DEL MONTE CITY, BULACAN",0915 2784511,cynthialisay71@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01879-2024,CASA SEGUNDA PRIVATE RESORT AND EVENTS PLACE,Bulacan,San Jose Del Monte City,"181 GRACEVILLE ROAD ZONE 4, BARANGAY GRACEVILLE, SAN JOSE DEL MONTE CITY, BULACAN",0921 2297958,casasegundaph@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02363-2025,GREEN GARDEN COURT,Bulacan,Pulilan,"DRT HI-WAY, BRGY. SANTO CRISTO, PULILAN, BULACAN",044 7600589,ggc_pulilan@yahoo.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02372-2025,DELMONT HOTEL,Bulacan,San Jose Del Monte City,"B8 L7 DISTRICT 2, BRGY. MINUYAN V, SAN JOSE DEL MONTE CITY, BULACAN",0906 8876516,delmontminuyan@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02373-2025,PAYOGI LEISURE HUB,Bulacan,Norzagaray,"CAIMINO ROAD, BRGY. MINUYAN, NORZAGARAY, BULACAN",0995 9834171,payogileisurefarm@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00642-2022,LETICIA'S GARDEN RESORT AND EVENTS PLACE,Bulacan,CALUMPIT,"333 CALUMPIT-PULILAN REGIONAL ROAD, BRGY. SANTO NIñO, CALUMPIT, BULACAN",044 913-0028 / 09178238852,lgresorttax@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01821-2024,MARINERS HAVEN RESORT,Bulacan,San Jose Del Monte City,"BRGY. MAHARLIKA, SAN JOSE DEL MONTE CITY, BULACAN",0945 4350834,haven.mariners@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00145-2021,SITIO ANTONIO WAVEPOOL RESORT,Bulacan,PANDI,"STO. ROSARIO STREET, BRGY. BAGONG BARRIO, PANDI, BULACAN",0917 1577019,sitioantonio@yahoo.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01201-2023,J FOREST HOTEL,Bulacan,San Jose Del Monte City,BLK 45 LOT 18 STA.CRUZ I SAN JOSE DEL MONTE BULACAN,0956 4126884,kimshe3668@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00432-2021,MALOLOS RESORT CLUB ROYALE,Bulacan,Malolos City,"FAUSTA COMPOUND, BRGY. MABOLO, MALOLOS CITY, BULACAN",0447910378; 09175668159; 09175666099,clubroyale.malolos@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02446-2025,LACASAUNO PRIVATE RESORT,Bulacan,San Jose Del Monte City,"BLK 9, LOT 1, MORNING STAR SUBD., BRGY. GAYA GAYA, SAN JOSE DEL MONTE, BULACAN",0932 1157736,guiaelainetorres@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02449-2025,HOTEL SOGO,Bulacan,Baliuag,"DRT HIGHWAY, BRGY. PAGALA, BALIUAG, BULACAN",0968 6014704,baliwag.cpms@hotelsogo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02474-2025,ADYMAR PAVILION RENTAL,Bulacan,Malolos City,"PUROK 6 PULO SUMAPANG BATA, BRGY. SUMAPANG MATANDA, MALOLOS CITY, BULACAN",0939 9341366,adymarprivateresort@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00838-2022,SEVENTY SEVEN TRAVELLER'S INN,Bulacan,CALUMPIT,"MC ARTHUR HI WAY, BRGY. PIO CRUZCOSA CALUMPIT, BULACAN",0951 0080695,seventyseveninn@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02059-2024,Advent Resort & Campsite,BUlacan,Norzagaray,"Adventure Resort, Sitio Gulod, Tigbe, Norzagaray Bulacan",9476152331,bert.guballa@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02576-2025,HenJen Homestay,BUlacan,SJDM,"Bulacan, San Jose Del Monte City, Santo Cristo",9176222582,mendodrix31@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02597-2025,Hotel SoGo (CSJDM),BUlacan,SJDM,Blk 6 Lot 26-27 Pecsonville Tungkong Mangga CSJDM Bulacan,9455220470,s50.cpms@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01324-2023,VILLA CARMELIA RESORT,Nueva Ecija,Talavera,"EDMAR STREET, BRGY. MAESTRANG KIKAY (POB.), TALAVERA, NUEVA ECIJA",0975 5175186,https://www.facebook.com/villacarmeliaresort/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01357-2023,CASAGRANDE HOTEL,Nueva Ecija,Cabanatuan City,#21 ASSISI STREET,044-600-0119,https://www.facebook.com/centerpointhotel.talavera/?locale=hr_HR,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01234-2023,White Manson Lodge,Nueva Ecija,Cabanatuan City,"Circumferential Road, MANSION LODGE Building",9955405736,N/A,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01406-2023,LAMARRE AGRITOURISM PARK,Nueva Ecija,Pantabangan,LOT 15 KM 5,09190680825 / 09178911836,http://lakefarmdelamarre.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01321-2023,L-PLANO HOTEL,Nueva Ecija,San Jose City,"Zone 1, Sto. Niño 3rd, San Jose City, Nueva Ecija",9182278200,https://www.facebook.com/p/L-Plano-Hotel-100063530932840/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01108-2022,Shanghai Leisure Suites,Nueva Ecija,San Jose City,"#705 Zone 7, Sitio Florida, Brgy.Kita Kita, San Jose City, Nueva Ecija",0925-383-0110,https://www.facebook.com/shanghaileisuresuites,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00728-2022,HOTEL MAIYA,Nueva Ecija,San Jose City,"RA BLDG MAHARLIKA ROD COR BONIFACIO ST, BRGY. RAFAEL RUEDA, SR. POB. (DISTRICT I), SAN JOSE CITY, NUEVA ECIJA","(044)331-0297 , 0977-654-5763",https://www.facebook.com/hotelmaiyasanjose/,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01242-2023,VILLA GLORIA RESORT,Nueva Ecija,Talavera,Brgy. Paludpod,0917 566 8590,https://www.facebook.com/villagloriafarm,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02274-2024,PORTO NOVO HOTEL,Nueva Ecija,San Jose City,"MAHARLIKA HIGHWAY, BRGY. MALASIN, SAN JOSE CITY, NUEVA ECIJA",0923 7168067,hotelportonovo227@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00077-2020,SUNWAY RESORT AND HOTEL,Nueva Ecija,San Jose City,"BRGY. PALESTINA, SAN JOSE CITY, NUEVA ECIJA",0933 8527741,sunwayhotel2@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01208-2023,ROSEY HOTEL,Nueva Ecija,Cabanatuan City,"ROSEY HOTEL, CENTRAL TERMINAL, BRGY. DIONISIO S. GARCIA, CABANATUAN CITY, NUEVA ECIJA",0922 8963380,bookings@roseyhotel.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02325-2024,CENTER POINT HOTEL,Nueva Ecija,Talavera,"BRGY. LA TORRE, NORTH CENTER POINT COMMERCIAL BLDG, BRGY. LA TORRE, TALAVERA, NUEVA ECIJA",0945 3022587,kat.realone@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00768-2022,MARIAH CALI RESORT,Nueva Ecija,Talavera,"BRGY. CABUBULAONAN, TALAVERA, NUEVA ECIJA",0927 4091530,mariahcaliresort@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00189-2021,"MAHARLIKA RESORT, GARDEN GRILL, RESTOBAR AND HOTEL",Nueva Ecija,San Jose City,"BRGY. CAANAWAN, SAN JOSE CITY, NUEVA ECIJA",0922 8026873,maharlikaresort0807@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00613-2022,SWEETROSE DRIVE INN-HOTEL,Nueva Ecija,Talavera,"PUROK 4 BARANGAY LA TORRE, TALAVERA, NUEVA ECIJA",09054659187/09171289665,rositageronimo20@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02000-2024,WOW PRIVATE RESORT,Nueva Ecija,San Jose City,"ZONE 1- A SITIO TUMANA,, BRGY. PALESTINA, SAN JOSE CITY, NUEVA ECIJA",0945 4530347,wownaturefarm@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00715-2022,KA-LAPAW HOTEL,Nueva Ecija,San Jose City,"ZONE5, MAHARLIKA HIGHWAY, BRGY. CAANAWAN, SAN JOSE CITY, NUEVA ECIJA",044 5112691,ccberonilla@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01153-2023,JOLLYDAYS HOTEL,Nueva Ecija,San Jose City,"ZONE 10, MAHARLIKA HI-WAY, BRGY ABAR 1ST, SAN JOSE CITY, NUEVA ECIJA",0923 8049815,jollydayshotel@yahoo.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01223-2023,Le Felize Victoria,Nueva Ecija,San Jose City,"Brgy. Tulat, San Jose City, Nueva Ecija 3121",9683635002,lefelizevictoria@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00068-2020,950 Condotel,Pampanga,Angeles City,"950 Fields Avenue Balibago, Angeles City Pampanga",0917-5510950,https://www.950-condotel.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01333-2023,Brass Knob Hotel,Pampanga,Angeles City,440 21st St Don Juico Avenue Josefa Subdivision,9695751609,https://www.thebrassknobhotel.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01438-2023,Haven Executive Suites,Pampanga,Angeles City,"Cruz Avenue Extension, Don Bonifacio Subdivision",0995 9826682,N/A,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01388-2023,JUN AND HELEN HOTEL,Pampanga,Angeles City,LOT 12 BLK 20 NILE STREET RIVERSIDE SUBD ANUNAS ANGELES CITY,045-4050311,https://www.facebook.com/hotelsonice/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00085-2023(M),ANGELIC PREMIERE RESIDENCES INC.,Pampanga,Angeles City,"BLK. 8 LOT 3, MARINA STRT., COR. JOSEFA STRT., JOSEFA SUBD., MALABANIAS, ANGELES CITY",0918 5605684,https://www.facebook.com/angelic.moose.311/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01523-2023,Kona Far East hotel,Pampanga,Angeles City,"248 21st. Don juico ave, Malabanias Angeles City",9773882762,https://konafareasthotel.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01528-2023,THE TIMES HOTEL,Pampanga,Angeles City,B22 L7-12 FILAM HIWAY ANUNAS ANGELES CITY PAMPANGA,0969-629-1111,https://www.facebook.com/timeshotelph/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00657-2022,HOTEL SOGO DAU,Pampanga,Mabalacat City,"Dau Shopping Center, Mac Arthur Highway, Dau, Mabalacat Pampanga",9989578108,https://www.hotelsogo.com/branches/dau,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01422-2023,BB Casa LaGuerta,Pampanga,Porac,Porac Floridablanca Highway,"9,424,680,311",https://m.me/CasaLaGuertaPorac,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01494-2023,ELISA CHUA SWIMMING POOL RENTAL (CASA MAGNIFICO FARM AND RESORT),Pampanga,Porac,PUROK 4 SAMPAGUITA STREET,9667082255,https://www.facebook.com/casamagnificofarmandresort/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01490-2023,GUNDELINA PRIVATE RESORT,Pampanga,Porac,"SINIPIT MANIBAUG PARALAYA PORAC, PAMPANGA",9399674103,https://www.casagundelina.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01455-2023,PORACAY VIBRO SAND RESORT,Pampanga,Porac,"BALIK BARANGAY, BRGY. MANIBAUG PASIG, PORAC, PAMPANGA",0998 9523665,https://www.facebook.com/poracayresortofficial/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01247-2023,Nature's View Adventure Resort,Pampanga,Porac,"Purok 7 Babo Pangulo, Porac, Pampanga",6.39E+11,https://facebook.com/NaturesViewResort,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01257-2023,RECA RESORT 2,Pampanga,Porac,SINIPIT MANIBAUG PARALAYA PORAC PAMPANGA,9177044836,https://www.recaresort.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00757-2022,Bale de Angeles Function Hall and Resort,Pampanga,San Fernando City,860 Purok 8,9199980897,https://baledeangeles.weebly.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00245-2021,FARM DE FRANCISCO AND RESORT INC.,Pampanga,San Fernando City,BESIDE CAPSTONE BULAON,9177746787,https://m.facebook.com/people/Farm-De-Francisco-Resort-Inc/61556292082304/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00614-2022,"Hamanda Hotel and Tropical Stay Villas by More than a Souq, Inc.",Pampanga,San Fernando City,"LAZATIN, BLVD., SAN JUAN, CITY OF SAN FERNANDO, PAMPANGA",9190084750,https://hamandahotel.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00052-2020,Mara Hotel and Drive-in,Pampanga,San Fernando City,Kalahi business park san isidro csfp,453001367,https://www.facebook.com/hotelmaraofficialpage/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00635-2022,"Social Action Center of Pampanga, Inc. - Ephatha Development Center",Pampanga,San Fernando City,B.O Maimpis,(045) 402-4278 / 0928-273-7693,https://sacop.ph/ephatha-development-center/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01019-2022,Victoria Court San Fernando,Pampanga,San Fernando City,KM 73.7 Post McArthur Highway,9176258312,http://victoriacourt.com/rooms/sf,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-RO3-MAB-02105-2024,REDD MANOR CONDOTEL,Pampanga,San Fernando City,"DOLORES HEIGHTS SUBDIVISION, BRGY. DOLORES, SAN FERNANDO CITY, PAMPANGA",9081962030,https://www.facebook.com/reddmanor/,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02112-2024,VENUS CLARK HOTEL,Pampanga,Angeles City,"LOT 1 BLK 5 PCS-03-018309 TEODORO ST., BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",9693491185,https://www.facebook.com/profile.php?id=100084027621356,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00086-2021,DRIVE-IN HILLTOP HOTEL,Pampanga,Angeles City,"#500 TAMARIND ST., CLARKVIEW, BRGY. MALABANIAS, ANGELES CITY, PAMPANGA",0928-624-5826,hilltophoteldrivein@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00970-2022,SPOT RESORT,Pampanga,MACABEBE,"174 , BRGY. SAN FRANCISCO, MACABEBE, PAMPANGA",09706656007; 09660851150,gerrymacaspac@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01894-2024,ABE'S FARM AND LIFESTYLE VILLAGE,Pampanga,MAGALANG,"98 LIVESTOCK VILLAGE, BRGY. AYALA, MAGALANG, PAMPANGA",0917 8085187,joeyrduenas12@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00084-2021,HMV CITY GOLD HOTEL,Pampanga,Angeles City,"VM BUILDING LOT8 BLK 13, BRGY. SANTO CRISTO, ANGELES CITY, PAMPANGA",9177118987,vmbuilding@hotmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00043-2020,LA CASA PENSION HOUSE,Pampanga,Angeles City,"511 TAMARIND ST., BRGY. MALABANIAS, ANGELES CITY, PAMPANGA",0947 4742850,infolacasapension@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00215-2021,KETF PROPERTY RENTAL,Pampanga,San Fernando City,"1138 PEARL ST., RAMAR VILLAGE, BRGY. SAN AGUSTIN, SAN FERNANDO CITY, PAMPANGA",9171139309,ketfpropertyrental@gmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00057-2020,BLISS HOTEL,Pampanga,Mabalacat City,"HILL STREET, BRGY. DAU, MABALACAT CITY, PAMPANGA",0917 8853401,myblisshotel@yahoo.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02362-2025,CAROUSELLE WALKING STREET HOTEL,Pampanga,Angeles City,"14-4 FIELDS AVE., BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",0962 6353625,info@walkingstreethotel.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02365-2025,DEVERA HOTEL,Pampanga,Angeles City,"406 DON JUICO AVE, BRGY. MALABANIAS, ANGELES CITY, PAMPANGA",045-892-3847,katrina@deverahotel.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02397-2025,HOTEL GOGO 2,Pampanga,Angeles City,"LOT 13 C DONBONIFACIO SUBD., BRGY. PULUNG MARAGUL, ANGELES CITY, PAMPANGA",0917 5204063,77goodtak@hanmail.net,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00958-2022,POGITOS HOTEL,Pampanga,Mabalacat City,"2-8 YAP PARK BATANGAS STREET, BRGY. DAU, MABALACAT CITY, PAMPANGA",0960 2273838,pogitos.bir@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01852-2024,FIELDS PALACE HOTEL,Pampanga,Angeles City,"1035 FIELDS AVENUE BALIBAGO ANGELES CITY, BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",0921 5532444,fieldspalacehotelangelescity@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00756-2022,LA GALLEON SUITES HOTEL,Pampanga,Angeles City,"631 MONTALBAN ST, BRGY. MALABANIAS, ANGELES CITY, PAMPANGA",0917 7139445,galleonsuiteshotel@yahoo.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02516-2025,SUNDAY HEVEA HOTEL & RESORT,Pampanga,Angeles City,"MVP AVENUE FIL-AM FRIENDSHIP HWAY, BRGY. CUTCUT, ANGELES CITY, PAMPANGA",0917 7507654,anagarcia.ph@oyorooms.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00050-2020,WALK AROUND HOTEL,Pampanga,Angeles City,"LOT 2, BLK# 3, FIELDS AVENUE, BRGY. BALIBAGO, ANGELES CITY, PAMPANGA",045-625-6154,walkabout.hotel@hotmail.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02605-2025,S&S Tiger Hotel,Pampanga,Angeles City,"Pampanga, Angeles City, Malabanias",(045)892-3333,hoteltiger@yahoo.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02649-2025,DRAKE HOTEL,Pampanga,Angeles City,"544 Don Juico Avenue, Clarkview Malabanias Angeles City, Pampanga",09452718727 / 09988580101,info@drakehotelangeles.com,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02577-2025,Orchid Inn Resort,Pampanga,Angeles City,"109 Raymond St., Balibago, Angeles City",9988664254,bookings@orchidinnresort.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02755-2025,Grey Hotel & Motel,Pampanga,Angeles City,"808 Clarkview, Brgy. Malabanias, Angeles City, Pampanga",9993516365,greyhotel2023@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-02769-2025,Fave Hotel,Pampanga,Angeles City,"Don Juico Ave., Brgy. Malabanias, Angeles City",9171864048,favehotelscorporation@gmail.com,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01053-2022,The V Farm,Tarlac,Bamban,"888 Valencia Farm, Macale Extension, Sitio Bana, Brgy. Dela Cruz",0943-134-5674 / 045-320-1286 / 0917-632-2524,https://thevfarmbamban.business.site/,"October 31, 2026"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01353-2023,Propicio Hotel and Resort,Tarlac,Tarlac City,Zone 1,(045)9256236,N/A,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-01458-2023,GOGO TRANSIENT HOMES,Tarlac,Tarlac City,"GETHA ROAD, ROWLAND SUBD, BRGY. BINAUGANAN, TARLAC CITY, TARLAC",0908 8910764,https://www.facebook.com/gogotransienthomes/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00300-2021,RAMA INTERNATIONAL BEACH RESORT,Zambales,Botolan,"km 189 BARANGAY BINUCLUTAN, BOTOLAN, ZAMBALES",9216331204,https://ramabeach.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00044-2023(M),BOTOLAN POINT BEACH RESORT,Zambales,Botolan,"PUROK 4, BRGY. BUNUCLUTAN, BOTOLAN, ZAMBALES",0917 8124774,https://www.facebook.com/botolanpointbeachresort/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00273-2021(M),MOMMY LINDA BEACH RESORT,Zambales,Cabangan,"FELMIDA DIAZ, CABANGAN, ZAMBALES",0921 2721455,https://mommylindabeachresort.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00232-2021(M),TEREEZA BED AND BREAKFAST TRAVELLERS INN,Zambales,Cabangan,"SITIO TALISAY, BRGY. LOMBOY, CABANGAN, ZAMBALES",0918 9272240,N/A,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00287-2021(M),LA ANDREAX BEACH RESORT,Zambales,Cabangan,"PUROK 1, BRGY. LAOAG, CABANGAN, ZAMBALES",0906 405 8618,https://www.facebook.com/LaAndreaxBeachResort/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00237-2021(M),CASA AMORES COTTAGES (CASA ANGELINA),Zambales,Cabangan,"PUROK 1, BRGY. LAOAG, CABANGAN, ZAMBALES",0919 4946909/0949 9222123,https://casaangelinaresort.com/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00255-2021(M),PUTINGBALI BEACH HOUSE,Zambales,Cabangan,"ALINEA STRT., BRGY. BANUANBAYO, CABANGAN, ZAMBALES",0939 9359328,https://www.facebook.com/thewhitehousezambales,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00660-2022(M),INDIRA ZAMBALES BEACH RESORT,Zambales,Botolan,"PUROK 1, BRGY. CAPAYAWAN, BOTOLAN, ZAMBALES",0968 8561742,https://www.facebook.com/IndiraZambales/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00249-2021,Venice's Lodge and Restaurant,Zambales,Masinloc,"Barangay Bani, Masinloc, Zambales",9994148512,https://www.facebook.com/VENICESLODGE/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00664-2022(M),SUBIC BAY HOSTEL AND DORMITORY,Zambales,Subic Bay,"BLK. 5, LOT 3A, MOONBAY MARINA COMPLEX, WATERFRONT RD., CBD, SBFZ, ZAMBALES",0939 9166 852 / 0917 1047 288 / 047 251 8800,https://www.facebook.com/subicbayhostelanddormitory/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-RO3-MAB-00410-2021(M),ARIRANG BEACH RESORT,Zambales,San Antonio,"PUROK 6, SABANG, BRGY., SAN MIGUEL, SAN ANTONIO ZAMBALES",0945 7015335,https://www.arirangbeachresort.com/en/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-R03-MAB-00028-2023(M),THE SANDS AT SAN ANTONIORESORT,Zambales,San Antonio,"PUROK 5, BRGY. PUNDAQUIT, SAN ANTONIO, ZAMBALES",047 9131517,https://www.facebook.com/TheSandsAtSanAntonio/,"October 31, 2025"
Region 3,Mabuhay Accommodation,DOT-RO3-MAB-00130-2021(M),PUNDAQUIT LUXURY RESORT,Zambales,San Antonio,"PUROK 5, BRGY. PUNDAQUIT, SAN ANTONIO, ZAMBALES",0929 7593669,https://pundaquitluxuryresort.com/,"October 31, 2025"
