Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00782-2025,Meaco Royal Hotel Inc.,Samar,Calbayog City,"Magsaysay St. Brgy. East Awang, Calbayog City",9066970558,calbayoghotel@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00333-2023,Baypark Inn,Samar,Calbayog City,"BRGY. PAYAHAN PUROK 3, CALBAYOG CITY",9050711846,bayparkhotelcyp@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00770-2025,Almira Garden Hotel,Samar,Calbayog City,"Brgy. Central, Gelena St., Calbayog City, Samar",9651883713,almiragardenhotel@yahoo.com.ph,31-Oct-27
,,,,,,,055 5339865,almirahotelcalbayog@gmail.com,
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00662-2024,The Coral Reef Resort,Samar,Calbayog City,"Calbayog City, Samar",9690360818,thecoralreefph@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00670-2025,M Grand Royale Resort Hotel,Samar,Catbalogan City,"Executive Heights, Brgy. Guinsorongan, Catbalogan City, Samar",0917 302 6119,mgrandroyale@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00739-2024,Rosescent Pension House,Samar,Catbalogan City,Poblacion 7 (Barangay 7) Curry Avenue Catbalogan City,0917 8541465 / (055) 5443984,RoseScentPensionHouse@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00765-2024,JRD HOTEL,Samar,Catbalogan City,Brgy. 7 Poblacion Taft Ave. Del Rosario St. Catbalogan City,9266901709,jrdhotel042019@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00766-2024,Asia Novo Boutique Hotel Inc.,Samar,Catbalogan City,"San Roque St., Brgy. 04, Catbalogan City",9163491060,anbhcatba24@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00218-2022,Rosario Hills Mountain View Park Resort,Samar,Catbalogan City,"Old Mahayag, Catbalogan City, Samar",09178931145/09566485441,rosariohillsnewmahayag@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00366-2023,Vismin GV Hotel Inc.,Eastern Samar,Borongan City,"National Highway cor. Circumferential Rd., Brgy. Songco, Borongan City",9176278996,borongan@gvhotels.com.ph / talktous@gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8MAB-00778-2025,Caza D'Oasis Spacerental and Pension House,Eastern Samar,Borongan City,Purok A. Poblacion 42 Cinco St. 2nd flr. Oasis Building,9770726720,oasispension24@gmail.com,31-Oct-26
,,,,,,Borongan City,,,
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00760-2024,Buenaventura Suites,Eastern Samar,Borongan City,"Brgy. Carmen Road, Calbayog City",9178830088,buenaventurasuite6710@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00379-2023,Golden Creek Farm and Resort,Eastern Samar,Borongan City,Brgy. Calico-an San Jose Road Borongan City,9451638381,goldencreekfarm2023@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00392-2023,Jamo Merchant's Lodge,Eastern Samar,Borongan City,"Purok 3, Brgy. Campesao, Borongan City, Eastern Samar",09176222347/096122478289,sergiomaglalang12@gmail.com/ johnmorelm@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00649-2024,Lorraine Suites,Eastern Samar,Borongan City,"Barangay Purok C, City Of Borongan",9369538911,lorrainessuites@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00023-2021,Marcelo's Restotel,Eastern Samar,Guiuan,"San Jose St., Brgy. Lupok, Guiuan, Eastern Samar",9178655181,marcelosrestotel@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00734-2024,The Grey Inn,Eastern Samar,Guiuan,"Brgy. Sulangan, Calicoan Island, ABCD Beach Road,",09950027376 / 09569480358,thegreyinn@gmail.com,31-Oct-26
,,,,,,"Guiuan,Eastern Samar",,,
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00749-2024,Meanns Resort,Northern Samar,Laoang,"Agripino St. Onay (Dona Luisa), Laoang, Northern Samar",9189388105,ann.santos0528@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00367-2023,Diamond Hotel and Restaurant,Northern Samar,Catarman,"Jacinto St., Brgy. Narra, Catarman, Northern Samar",(055) 500 - 9940 / (055) 500 - 9468 / 0977 835 8776 / 0928 950 2194,diamondhotelresto@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8- MAB-00669-2024,Veranda Suites,Northern Samar,Catarman,"Maharlika Highway, Catarman, Northern Samar",09959533503 / 09282054101,verandasuites@yahoo.com,31-Oct-26
Region 8,Restaurant,DOT-RO8-RST-00726-2024,Minahal Kita Native Restaurant,Leyte,Baybay City,"Brgy. Kan-ipa, Baybay City, Leyte",9771610079,minahalkita2016@yahoo.com,7-Oct-25
,,,,,,,,marydianesalasayo18@gmail.com,
Region 8,Restaurant,DOT-RO8-RST-00754-2024,Tri Cafe,Leyte,Baybay City,"Diversion Road, Brgy. Ga-as, Baybay City",9932170316,mariferamirez815@gmail.com,"December 4,2025"
Region 8,Restaurant,DOT-RO8-RST-00713-2024,KEN'S GRILL & RESTOBAR,Leyte,Baybay City,New Diversion Road Brgy. Cogon Baybay City,9277527503,marigynnacua6@gmail.com,"September 24,2025"
Region 8,Restaurant,DOT-RO8-RST-00721-2024,Ramsey's Litson House,Leyte,Baybay City,"JP Rizal BLVD., Poblacion Zone 10, Baybay City, Leyte",9563386995,floresolloreto04@gmail.com,3-Oct-25
Region 8,Restaurant,DOT-RO8-RST-00691-2024,Rhajonire’s Munchie Food Station,Leyte,Baybay City,"J.P Rizal Blvd. Poblacion 10, Baybay City, Leyte",9451407957,danasrhave@gmail.com,20-Aug-25
Region 8,Restaurant,DOT-RO8-RST-00247-2022,HOUSE-ROCK CAFE,Leyte,Baybay City,"Sitio Pandan, Brgy. Bitanhuan, Baybay City, Leyte",0535603199 or 09053674220,houserockcafe22@gmail.com,"September 13,2025"
Region 8,Restaurant,DOT-RO8-RST-00668-2024,Muster Stations Food Services,Leyte,Baybay City,Poblacion Zone 10 G/F BLDG. 2 BAYBAY CENTRAL MALL Baybay City,9630804337,abovesealevelbaybay@gmail.com,15-May-25
Region 8,Restaurant,DOT-RO8-RST-00763-2024,Big Roy's Cafe,Leyte,Ormoc City,"Doña Feliza Z. Mejia National Highway, Ormoc City",9619683699,bigroyscafe24@gmail.com,18-Dec-25
Region 8,Restaurant,DOT-R08-RST-00661-2024,Pare's Lechon,Leyte,Ormoc City,"Doña Feliza Z. Mejia Washington St., Mejia Subdivision Ormoc City",9953489587,Pareslechon.090720@gmail.com,3-May-25
Region 8,Restaurant,DOT-RO8-RST-00667-2024,OGMOK Herbs Garden Cafe,Leyte,Ormoc City,San Lorenzo Village Brgy. San Pablo Simanagan Ormoc City,0917 569 5954,felicidad.royeras@gmail.com,15-May-25
Region 8,Restaurant,DOT-R08-RST-00775-2025,LA MAISON PUNJAB RESTAURANT,Leyte,Tacloban City,"MARASBARAS, BRGY 80, TACLOBAN CITY",0906 457 8439,lamaisonpunjab@gmail.com,2-Jan-26
Region 8,Restaurant,DOT-RO8-RST-00651-2024,CAMEMBERT CORP. (Max's Restauant),Leyte,Tacloban City,Barangay 78 (Marasbaras) LEVEL 1 ANNEX,520-2173,maxs_0148@maxschicken.com,18-Feb-25
,,,,,,BLDG. ROB.MARASBARAS TAC.CITY,,,
Region 8,Restaurant,DOT-R08-RST-00720-2024,New World Cafe,Eastern Samar,Borongan City,"Brgy. Songco Ground Floor Wilsam Uptown Mall, Real Street Borongan City",9173256908,valeriejaneang@yahoo.com,28-Sep-25
Region 8,Restaurant,DOT-RO8-RST-00722-2024,Ernie's Pizza and Bakeshop,Western Samar,Catbalogan City,Poblacion 12 (Barangay 12) Rizal Ave. Ext. Catbalogan City,9178342981,lance@erniespizza.ph,3-Oct-25
Region 8,Restaurant,DOT-RO8-RST-00768-2025,Payao Mangroves Grill and Restaurant,Western Samar,Catbalogan City,"PAN Philippines Highway, Brgy. Payao Catbalogan City",9983632901,pmgr.0416@gmail.com,2-Jan-26
,,,,,,,,esguerraantoniogideon@gmail.com,
Region 8,Restaurant,DOT-RO8-RST-00712-2024,Mare-e-Monte Restaurant,Western Samar,Catbalogan City,"Rizal Avenue Extension Brgy 12, Catbalogan City",9276034508,lsingzon@yahoo.com,"September 24,2025"
Region 8,Restaurant,DOT-RO8-RST-00757-2024,Bamboo Sunset View Resort,Western Samar,Calbayog City,"Purok 5, Malajog, Tinambacan District, Calbayog City",9453987187,bamboosunset2017@gmail.com,"December 13,2025"
Region 8,Restaurant,DOTRO8-RST-00753-2024,Konosuba Japanese Cuisine Restaurant (ITADAKI),Western Samar,Calbayog City,"Brgy. Rawis Purok 1, Calbayog City",9059752393,itadakicalbayog24@gmail.com,"December 4,2025"
Region 8,Restaurant,DOT-RO8-RST-00756-2024,City Cafe,Western Samar,Calbayog City,Awang West (Pob.) Rosales Blvd. Cor Galit St. Calbayog City,9957298904,ctcafe.6710@gmail.com,"December 13,2025"
Region 8,Restaurant,DOT-RO8-RST-00764-2024,Bishee's Japanese Restaurant,Western Samar,Calbayog City,"Brgy. Rawis Rumourhs Compound , Calbayog City",9171642896,bisheecalbayog24@gmail.com,"December 28,2025"
Region 8,Restaurant,DOT-RO8-RST-00766-2025,Emmsheen Restaurant,Southern Leyte,Maasin City,"Mambajao (Pob.) T. Padilla St. Maasin City, Southern Leyte",9454801432,emmelyn86@yahoo.com,"January 2,2026"
Region 8,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R08-TSP-00736-2024,Joedy's Pasalubong Center,Leyte,Tacloban City,Brgy. 13 Zamora P. St. Tacloban City,9972130585,"marydianesalasayo18@gmail.com""",27-Mar-25
Region 8,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-RO8-TSP-00361-2023,Alto Peak Chocolate,Leyte,Ormoc City,"Valle St. Purok VI Brgy. Dona Feliza Ormoc City, Leyte",9175276813,altopeakchocolates@gmail.com,28-Dec-25
Region 8,Agri-tourism Farm Site / Farm Tourism Camp,DOT-RO8-AGT-00707-2024,Canaan Hill farms,Biliran,Caibiran,"Brgy. Uson, Caibiran, Biliran",0920 379 7299,proy79_e@yahoo.com,10-Sep-26
Region 8,MICE Organizer,DOT-RO8-MC0-00389-2023,Amplify Consultancy & Events,Leyte,Ormoc City,Amplify Office 2nd Floor Pina Suites Bldg. Rizal St. Ormoc City,9154371882,nikkaynot@icloud.com,"June 30,2025"
Region 8,MICE Organizer,DOT-R08-MCO-00700-2024,IM- Travel Corporation,leyte,Baybay City,Brgy. Poblacion Zone 6 Baybay City,053 557 0353,info@imtravelcorporation.ph,"June 30,2026"
Region 8,MICE Venue / Facility,DOT-RO8-MCF-00660-2024,Malajog Leisure Park Resort,Eastern Samar,Calbayog CIty,"Malajog Leisure Park Resort, Beach Area Brgy. Malajog Calbayog City, Western Samar",9175357978,malajohleisureparkhotel24@gmail.com,"June 30,2026"
Region 8,Ambulatory Clinic,DOT-RO8-AMC-00730-2024,YouthPlus Medical Group Inc.,Leyte,Tacloban City,"YouthPlus Medical Center, 143 Calzita Building , Zamora Street, Tacloban City",9173072647,youthplusenterprises@gmail.com,"October 18,2025"
