Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03976-2025,BLOOMVILLE PENSION HOUSE,BACOLOD CITY,BACOLOD CITY,"D-53 NARRA AVE., CAPITOL SHOPPING CENTER, BRGY. VILLAMONTE, BACOLOD CITY",9157142996,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02577-2024,BONISTA BEACH RESORT,NEGROS OCCIDENTAL,ESCALANTE CITY,"SITIO BON-BON 1, BRGY. BUENAVISTA, ESCALANTE CITY, NEGROS OCCIDENTAL",9989242600,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02703-2024,BRO'S BEACH RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"PUROK KALUBIHAN, BRGY. CARTAGENA, SIPALAY CITY, NEGROS OCCIDENTAL",0999-838-8883,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02708-2024,BUENAVENTURA BEACH RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"SUGAR BEACH, BRGY. NAUHANG, SIPALAY CITY, NEGROS OCCIDENTAL",0927-821-8445,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01356-2022,"BUNKHAUS BACKPACKERS INN, CORP.",ANTIQUE,SAN JOSE DE BUENAVISTA,"RICARZE ST., BRGY. 7 (POB.), SAN JOSE DE BUENAVISTA, ANTIQUE",0918-957-9699,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03094-2024,C-CHEN BEACH RESORT,NEGROS OCCIDENTAL,SAGAY CITY,"PUROK BOUGAINVILLA, BRGY. OLD SAGAY, SAGAY CITY, NEGROS OCCIDENTAL",9297555968,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02042-2023,CABUGAN NATURE RESORT,GUIMARAS,NUEVA VALENCIA,"BRGY. TANDO, NUEVA VALENCIA, GUIMARAS",720-7055/09338741646,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01913-2023,CADIZ HOTEL INC,NEGROS OCCIDENTAL,CADIZ CITY,"VILLENA STREET, BRGY. 2 POB. (ZONE 2), CADIZ CITY, NEGROS OCCIDENTAL",9277270145,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00104-2021,CALIFORNIACORAL BEACH RESORT,GUIMARAS,NUEVA VALENCIA,"SITIO ALUBIHOD, BRGY. POBLACION, NUEVA VALENCIA, GUIMARAS",0956-144-4981,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03093-2024,"CAMP ROMA GARDEN BEACH RESORT, CO.",NEGROS OCCIDENTAL,SAGAY CITY,"PUNTA ROMA, BRGY. TABA-AO, SAGAY CITY, NEGROS OCCIDENTAL",9104120142,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00747-2022,CAPIZ LODGE,CAPIZ,ROXAS CITY,"PLARIDEL ST., BRGY. POBLACION III, ROXAS CITY, CAPIZ",9814038249,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01930-2023,CARRILLO C-9 HOTEL,AKLAN,KALIBO,"TOTING REYES ST. ANDAGAO BRGY. ADAGAW KALIBO, AKLAN",9078518578,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03340-2024,CASA ALMA LODGING HOUSE,ANTIQUE,PANDAN,"SITIO MALUMPATI, BRGY. GUIA, PANDAN, ANTIQUE",(034) 434-8446,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03676-2025,CASA MARABELLA,BACOLOD CITY,BACOLOD CITY,"YLAC AVE., BRGY. VILLAMONTE, BACOLOD CITY",0917-135-9181,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03369-2024,CASA NOSTRA BEACH RESORT,NEGROS OCCIDENTAL,ESCALANTE CITY,"BRGY. JAPITAN, ESCALANTE CITY, NEGROS OCCIDENTAL",09482595972/268-5430,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00828-2022,CASAVERDE HOMETEL,AKLAN,KALIBO,"ILANG ILANG ROAD BRGY. ANDAGAO, KALIBO, AKLAN",(036) 520-0445,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03758-2025,CASITA JUAN,CAPIZ,ROXAS CITY,"HERNANDEZ AVE., BRGY BAYBAY, ROXAS CITY, CAPIZ",0921-551-4608,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03013-2024,CELESTE HOMESTAY,NEGROS OCCIDENTAL,SAN CARLOS CITY,"PUROK NANGKA, BRGY. SAN JUAN , SAN CARLOS CITY, NEGROS OCCIDENTAL",(034) 700-9545,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00411-2021,CEMPCO INN,BACOLOD CITY,BACOLOD CITY,"COR. CIOCON RD. - MABINI ST., BRGY. 26 (POB.), BACOLOD CITY",9237492102,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00344-2021,CENTER PARKWAY PENSION HOUSE,AKLAN,KALIBO,"OSMEÑA AVE. BRGY.ESTANCIA, KALIBO, AKLAN",(034) 700-4418,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03784-2025,CENTRAL BLOCK SUITES INN,BACOLOD CITY,BACOLOD CITY,"COR. BURGOS-SAN JUAN ST., BRGY. 10, BACOLOD CITY",0923-612-1555,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01257-2022,CERBO BEACH RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"SITIO MATLAG, BRGY. 4 (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",9672237110,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-HTL-00111-2021,CHARLZ ANGEL INN,ILOILO,LAMBUNAO,"BURGOS ST., BRGY. POBLACION ILAWOD, LAMBUNAO, ILOILO",2623162,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01043-2022,CHATEAU 5600 CONDOTEL,AKLAN,KALIBO,"ARCHBISHOP REYES ST., BRGY. POBLACION, KALIBO, AKLAN",9199920288,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00218-2021,CHECK INN CORPORATION,BACOLOD CITY,BACOLOD CITY,"PONCE BUILDING, LUZURIAGA STREET BRGY.13 (POB.), BACOLOD CITY, NEGROS OCCIDENTAL",0985-302-2465,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02976-2024,CHICKIE'S SEASIDE PLACE,ANTIQUE,PANDAN,"BRGY. BAYBAY, PANDAN, ANTIQUE",333350166,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00667-2022,CITY CORPORATE INN,ILOILO CITY,ILOILO CITY,"C/O CITY CORPORATE INN RIZAL STREET, BRGY. MA. CLARA, ILOILO CITY",9089498981,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00827-2022,CJL CONDOTEL,AKLAN,KALIBO,VIZCARRA SUBD. BRGY. ANDAGAO KALIBO AKLAN,,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03221-2024,CLIFFSIDE VIEW RESORT,CAPIZ,IVISAN,"SITIO DINUGMAAN, BRGY. BASIAO, IVISAN, CAPIZ",034-70090-74,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01881-2023,CO-Z PENSION HOUSE,BACOLOD CITY,BACOLOD CITY,"CGC BUILDING, PUROK KALIPAYAN, CUADRA STREET, BRGY. 21 (POB.), BACOLOD CITY",0954-380-9184,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04156-2025,CONCEPCION PLAZA HOTEL,ILOILO,CONCEPCION,"SALCEDO ST. BRGY POBLACION, CONCEPCION, ILOILO",0969-033-2995,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01150-2022,CORA VERGEL RESORT,ILOILO,TIGBAUAN,"BRGY. BAROSONG, TIGBAUAN, ILOILO",9683182816,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04036-2025,DE PANAY CONDOTEL,AKLAN,KALIBO,"SANTAN ROAD, BRGY. ANDAGAW, KALIBO, AKLAN",0910-412-0142,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00572-2021,DECIMO INN,CAPIZ,ROXAS CITY,"ARNALDO BOULEVARD, BRGY. BAYBAY, ROXAS CITY, CAPIZ",0906-029-4012,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01633-2022,DJP OPC,BACOLOD CITY,BACOLOD CITY,"JP&D BLDG., HERVIAS HERITAGE SQ., BURGOS ST., BRGY. VILLAMONTE, BACOLOD CITY",036-268-4163,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03639-2024,DREAMLAND RESIDENCES HOTEL,AKLAN,KALIBO,"BRGY. NEW BUSWANG, KALIBO, AKLAN",0920-900-3663,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01853-2023,DRIFTWOOD RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"SUGARBEACH, BRGY. NAUHANG, SIPALAY CITY, NEGROS OCCIDENTAL",0907-374-5890,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03104-2024,DUQUEZA PENSION HOUSE,NEGROS OCCIDENTAL,SAGAY CITY,"QUEZON STREET, BRGY. 1 (POB.), SAGAY CITY, NEGROS OCCIDENTAL",,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01355-2022,EAGLE'S HOTEL & FUNCTION HALL,ANTIQUE,SAN JOSE DE BUENAVISTA,"BANTAYAN STREET, BRGY. 2 (POB.), SAN JOSE DE BUENAVISTA, ANTIQUE",0999-997-5759,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02866-2024,EKING'S RECREATIONAL PARK AND CAMP,ANTIQUE,PANDAN,"BRGY. SANTO ROSARIO, PANDAN, ANTIQUE",0948-488-7487,,6/30/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03087-2024,EL TERADOR INN,NEGROS OCCIDENTAL,SAGAY CITY,"AGUILAR SUBD, POBLACION I (BARANGAY 1), SAGAY CITY, NEGROS OCCIDENTAL",9498249181,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04169-2025,EMERALD SHORES RESORT,NEGROS OCCIDENTAL,SAN CARLOS CITY,"PO. CAIMITO, BRGY. SAN JUAN, SAN CARLOS CITY, NEGROS OCCIDENTAL",0970-741-8761,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03083-2024,EMNACE BEACH RESORT,NEGROS OCCIDENTAL,SAGAY CITY,"PRK BOUGAINVILLA, OLD SAGAY, SAGAY CITY, NEGROS OCCIDENTAL",0919-065-8311,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03880-2025,EON CENTENNIAL EXPRESS HOTEL,ILOILO CITY,ILOILO CITY,"BRGY. NONOY, VALERIA EXTENSION, ILOILO CITY",(034) 454-0190,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03404-2024,EPSTEMPCO-VISAYAS (MULTI PURPOSE),NEGROS OCCIDENTAL,ESCALANTE CITY,"EAST AVENUE, BRGY. BALINTAWAK (POB.), ESCALANTE CITY, NEGROS OCCIDENTAL",9176360143,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01540-2022,ERNEST'S PLACE RESORT,BORACAY-AKLAN,MALAY,"SITIO BOLABOG, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN",9462851869,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01885-2023,ESTELITA BEACH RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"PUROK BOCANA, BRGY. NAUHANG, SIPALAY CITY, NEGROS OCCIDENTAL",(036) 500-6094,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00226-2021,ETT HOMETEL,AKLAN,KALIBO,"QUEZON AVENUE, BRGY. ESTANCIA, KALIBO, AKLAN","9,480,541,137",,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00168-2021,EVA'S INN,NEGROS OCCIDENTAL,SIPALAY CITY,"BRGY. 2 (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",9322055888,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02184-2023,FE-BEN TRAVELLER'S INN,NEGROS OCCIDENTAL,SAN CARLOS CITY,"ECOTOURISM HIGHWAY, DON JUAN SUBD. BRGY. POBLACION II, SAN CARLOS CITY, NEGROS OCCIDENTAL",0933-101-1777,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00894-2022,FEBE ECONO INN,NEGROS OCCIDENTAL,SAN CARLOS CITY,"BROCE ST., BRGY. IV (POB.), SAN CARLOS CITY, NEGROS OCCIDENTAL",9171254944,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03822-2025,FERIC HOTEL,ILOILO,BAROTAC NUEVO,"ZAMORA STREET, BRGY. ILAUD POBLACION, BAROTAC NUEVO, ILOILO",0963-611-9736,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03217-2024,FJ JACOBE STAYS ACCOMMODATION RESERVATION SERVICES,ILOILO,TUBUNGAN,"BRGY. TAGPU-AN, TUUNGAN, ILOILO",9177162302,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02679-2024,FOREST SPRINGS PATAG RETREAT AND CAMPING SITE RENTAL,NEGROS OCCIDENTAL,SILAY CITY,"PUROK MAHIGUGMAON BRGY. PATAG, SILAY CITY, NEGROS OCCIDENTAL",9299690494,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00545-2021,GEMENTIZA INLAND RESORT,ILOILO,BAROTAC NUEVO,"BRGY. TABUC-SUBA, BAROTAC NUEVO, ILOILO",9393318841,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03911-2025,GENARO’S BEACH RESORT,ANTIQUE,ANINI-Y,"SITIO LUBAY-LUBAY, BRGY. SAN FRANCISCO, ANINI-Y ANTIQUE",9080811912,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00422-2021,GERBI'S CONDOPLACE AT OCEANWAY RESIDENCES,BORACAY-AKLAN,MALAY,"LOWER GROUND 2F, CLUSTER D, OCEANWAY RESIDENCES, NEWCOAST,BRGY. YAPAK, BORACAY ISLAND, MALAY, AKLAN",0977-743-3745,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03850-2025,GERBO DIVE RESORT,ANTIQUE,ANINI-Y,"BRGY. NATO, ANINI-Y, ANTIQUE",0925-874-5021,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03181-2024,GERMAN UNSON HERITAGE HOUSE BED & BREAKFAST,NEGROS OCCIDENTAL,SILAY CITY,"#5 ZAMORA STREET, BARANGAY IV (POB.), SILAY CITY, NEGROS OCCIDENTAL",9270868740,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03653-2024,GIBRALTAR'S INN,ANTIQUE,SAN JOSE DE BUENAVISTA,"T.A. FORNIER STREET, BRGY. 2 (POB.), SAN JOSE DE BUENAVISTA, ANTIQUE",9631386420,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01836-2023,"GLOWMOON HOTELS AND RESORTS, INC.",AKLAN,KALIBO,"0628 MARTELINO STREET, BRGY. POBLACION, KALIBO, AKLAN",09988403563 / (033) 3350486,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01463-2022,GO HOTELS ILOILO,ILOILO CITY,ILOILO CITY,"LEDESMA STREET CORNER MABINI STREET, BRGY. ROXAS VILLAGE, ILOILO CITY",9063258404,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04140-2025,GRANDBFARM FLOWER GARDEN,ILOILO,BAROTAC NUEVO,"PUROK DELAVIKA, BRGY. SAN ANTONIO, BAROTAC VIEJO, ILOILO",0946-677-9302,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03866-2025,GREEN GARDEN BEACH RESORT,NEGROS OCCIDENTAL,SIPALAY CITY,"SITIO LANGUB, PUROK BAGUISAN, BRGY. NAUHANG, SIPALAY CITY, NEGROS OCCIDENTAL",9998870038,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01376-2022,GUISI CLEARWATER RESORT,GUIMARAS,NUEVA VALENCIA,"SITIO GUISI, BRGY. DOLORES, NUEVA VALENCIA, GUIMARAS",(036) 621-0649,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00740-2022,HALARAN PLAZA HOTEL & COFFEE SHOP,CAPIZ,ROXAS CITY,"RIZAL ST., BRGY. POBLACION VI, ROXAS CITY, CAPIZ",0998-985-1745/0939-598-4383,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03519-2024,HANDUM BEACH RESORT,NEGROS OCCIDENTAL,HINIGARAN,"PUROK 4, BRGY. GARGATO, HINIGARAN, NEGROS OCCIDENTAL",0910-412-0142,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00745-2022,HAPPY HEARTS DRIVE-IN HOTEL,CAPIZ,ROXAS CITY,"ARNALDO BOULEVARD, BRGY. BAYBAY, ROXAS CITY, CAPIZ",0909 4720 076/ 522 7823,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00570-2021,HEMINGWAY HOTEL,CAPIZ,ROXAS CITY,"HEMINGWAY STREET, BRGY. TIZA, ROXAS CITY, CAPIZ",09629086294 / 09985544013,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03927-2025,HERENICE BEACH RESORT,ANTIQUE,ANINI-Y,"BRGY NATO, ANINI-Y, ANTIQUE",0998-986-4528,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03084-2024,HI-WAY TRAVELERS INN,NEGROS OCCIDENTAL,SAGAY CITY,"NATIONAL HIGHWAY, BRGY. POBLACION II, SAGAY CITY, NEGROS OCCIDENTAL",336-0024/0919-910-2212,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02211-2023,HOME SQUARE INN & DORM,ILOILO CITY,ILOILO CITY,"E. LOPEZ ST., BRGY. MONTINOLA, JARO, ILOILO CITY",336-0034 / 0920-949-0026,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01510-2022,HOME SQUARE INN AND DORM,ILOILO CITY,ILOILO CITY,"VALERIA STREET, BRGY. DANAO, ILOILO CITY",0917-114-6489,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03257-2024,HOP INN,ILOILO CITY,ILOILO CITY,"LOT 2 DONATO PISON ROAD, BRGY. SAN RAFAEL, MANDURRIAO, ILOILO CITY",9495876323,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01654-2023,HOTEL BNL,AKLAN,KALIBO,"213 JAIME CARDINAL SIN AVENUE,BRGY. POOK, KALIBO, AKLAN",(033) 338-0044,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01254-2022,ILOILO LA FIESTA HOTEL INC.,ILOILO CITY,ILOILO CITY,"M.H. DEL PILAR STREET, BRGY. TAAL, MOLO, ILOILO CITY",9161360300,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00357-2021,ISLAND ADVENTURES TOURIST INN,NEGROS OCCIDENTAL,SIPALAY CITY,"ALVAREZ HIGHWAY, BRGY. I (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",0946-957-6871,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01601-2022,JAMAGO BEACH RESORT,NEGROS OCCIDENTAL,SAGAY CITY,"PRK CAMANTIGUE, OLD SAGAY, SAGAY CITY, NEGROS OCCIDENTAL",9127240081,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02217-2023,JESA BEACH RESORT,ILOILO,CARLES,"BRGY. GRANADA, GIGANTE NORTE, CARLES, ILOILO",0945-324-4260,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03874-2025,JEWEL'S INN,NEGROS OCCIDENTAL,SIPALAY CITY,"PUROK LUBI, BRGY. MAMBAROTO, SIPALAY CITY, NEGROS OCCIDENTAL",9184501753,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00021-2021,JL PENSION HAUZ,GUIMARAS,JORDAN,"JL BLDG.BLK 10 LOT 22 CAPITOLVIEW, BRGY. SAN MIGUEL, JORDAN, GUIMARAS",3225142,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04032-2025,JM BACKPACKERS HOMETEL & LEASING SERVICES,GUIMARAS,JORDAN,"JTM BLDG. MOSQUEDA VILLAGE, NEW SITE ST., SAN MIGUEL, JORDAN, GUIMARAS",9154471415,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03972-2025,JOY & JAY SEASIDE LODGING HOUSE,NEGROS OCCIDENTAL,SIPALAY CITY,"PUNTA BALLO, BRGY. 4 (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",(036) 621-2089/0938-738-0218,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01133-2022,JULIETA'S APARTELLE,CAPIZ,ROXAS CITY,"ARNALDO BVLD. BRGY. BAYBAY, ROXAS CITY, CAPIZ",0929-156-4010,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00538-2021,JUVIETA BEACH PENSION HOUSE,CAPIZ,ROXAS CITY,"BRGY. BAYBAY ROXAS CITY, CAPIZ",0919-079-2541,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03674-2025,KALAYAAN HI-WAY DORMITEL CORPORATION,BACOLOD CITY,BACOLOD CITY,"B1 L1, ARANETA STREET, BRGY. TANGUB, BACOLOD CITY",9189339963,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00531-2021,KALIBO ATI-ATIHAN PENSIONE HOUSE,AKLAN,KALIBO,"OSMENA AVENUE, BRGY. ESTANCIA, KALIBO, AKLAN",9482375046,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03388-2024,KALIBO QUEEN'S INN,AKLAN,KALIBO,"047 TOTING REYES STREET, BRGY. BUSWANG NEW, KALIBO, AKLAN",9301489485,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-04020-2025,KAMALIG D' TIROL BEACH RESORT,CAPIZ,PILAR,"SITIO BANG-OGAY BRGY. NATIVIDAD, PILAR, CAPIZ",0920-329-2162,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02932-2024,KAMPO HIYANG-HIYANG MOUNTAIN RESORT,NEGROS OCCIDENTAL,TALISAY CITY,"SITIO CAMPUESTOHAN, BRGY.CABATANGAN, TALISAY CITY, NEGROS OCCIDENTAL",9468160801,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03942-2025,KENYAMA BEACH RESORT,GUIMARAS,NUEVA VALENCIA,GUISI BRGY. DOLORES NUEVA VALENCIA GUIMARAS,344458127,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03395-2024,KHOKOON INN,BACOLOD CITY,BACOLOD CITY,"MAGSAYSAY AVENUE, BRGY. SINGCANG-AIRPORT, BACOLOD CITY",0969-074-5715,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03785-2025,KING'S HOTEL,BACOLOD CITY,BACOLOD CITY,"GATUSLAO- SAN SEBASTIAN STS., BRGY. 13, BACOLOD CITY",0920-529-4750,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03465-2024,L.A BEACH RESORT,CAPIZ,IVISAN,"BRGY. BASIAO, IVISAN, CAPIZ",09338109551 / 09261236926,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03385-2024,L.O.C. TEMPLE DEV'T CORPORATION,BACOLOD CITY,BACOLOD CITY,"11TH ST., COR., TOPS ROAD, BRGY. 7, BACOLOD CITY",9568253373,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03935-2025,L’AMARA BEACH RESORT,ILOILO,SAN JOAQUIN,"BRGY. AMBOYU-AN SAN JOAQUIN, ILOILO",9976020549,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01194-2022,LA COSTA AMARI BEACH RESORT,NEGROS OCCIDENTAL,HIMAMAYLAN,"SO. BATANG BRGY.TALABAN, HIMAMAYLAN CITY, NEGROS OCCIDENTAL",036 268 9254,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00340-2021,LA ESPERANZA HOTEL,AKLAN,KALIBO,"OSMENA AVENUE, ESTANCIA, KALIBO, AKLAN",(034) 4335234/ 09173007736,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-00940-2022,LA GUERTA BUILDING,NEGROS OCCIDENTAL,LA CARLOTA CITY,"120 OGATIS ST., BRGY. III (POB.), LA CARLOTA CITY, NEGROS OCCIDENTAL",0908-888-2623,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-02002-2023,LA TRINIDAD PENSION HOUSE,AKLAN,KALIBO,"OSMENA AVE, BRGY. ESTANCIA, KALIBO, AKLAN",9171007331,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01611-2022,LANGUB BEACH GARDEN,NEGROS OCCIDENTAL,SIPALAY CITY,"SUGARBEACH, BRGY. NAUHANG, SIPALAY CITY, NEGROS OCCIDENTAL",9171007331,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01606-2022,LANGUB PENSION HOUSE,NEGROS OCCIDENTAL,SIPALAY CITY,"PUROK 1, BRGY. 1 (POB.), SIPALAY CITY, NEGROS OCCIDENTAL",(034) 466-6305,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01085-2022,LAURA HOTEL,NEGROS OCCIDENTAL,CADIZ CITY,"VILLENA ST., BRGY. 2 POB. (ZONE 2), CADIZ CITY, NEGROS OCCIDENTAL",9300501978,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03265-2024,LAURA SEAFRONT RESORT,NEGROS OCCIDENTAL,CADIZ CITY,"PUROK CONSING, BRGY. DAGA, CADIZ CITY, NEGROS OCCIDENTAL",(036) 272-6201/0917-322-3013/0939-921-9469,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01999-2023,LAVERO SUITES,AKLAN,KALIBO,"ARCHBISHOP GABRIEL M. REYES STREET, BRGY. POBLACIO, KALIBO, AKLAN",(034) 461-8607,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-01251-2022,LE-DON RESIDENCES,BACOLOD CITY,BACOLOD CITY,"ESPERANZA DIOLA ST., BRGY. VILLAMONTE, BACOLOD CITY",9175470871,,10/31/2026
REGION 6,Mabuhay Accommodation,DOT-R06-MAB-03827-2025,LEGACY LODGING HOUSE,CAPIZ,ROXAS CITY,"SAN JOSE VILLAGE, BRGY. TIZA, ROXAS CITY CAPIZ",(034) 700-9531/(034) 445-3591,,10/31/2026
