Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 13,Restaurant,DOT-R13-RST-01097-2024,NATAD NI-OLYMPIA NATIVE PRODUCTS STORE,Agusan del Norte,Butuan City,"Magsaysay, Banza, Buuan City, Agusan del Norte",9399216113,,"October 23, 2025"
Region 13,Restaurant,DOT-R13-RST-00987-2024,HIGHGROUND CAFE,Agusan del Norte,KITCHARAO,"PUROK 5, BRGY. CROSSING, KITCHARAO AGUSAN DEL NORTE",9635498580,,"August 13, 2025"
Region 13,Resort,DOT-R13-RES-00007-2020,ALMONT HOTEL & INLAND RESORT,Agusan del Norte,Butuan City,J.C. AQUINO AVENUE,085-300-0296,,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00042-2020,Apsaras Tribe Philippines,Surigao del Norte,General Luna,"Tourism Road, Brgy. Catangnan, General Luna, Siargao Island, Surigao del Norte",9953131174,http://www.apsaras.club/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00194-2021,Bayud Boutique Resort,Surigao del Norte,General Luna,"Barangay Malinao, General Luna, Surigao del Norte",9452017976,http://bayudsiargao.com,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00149-2021,Bravo Beach Resort,Surigao del Norte,General Luna,"Tourism Rd. Poblacion 5, General Luna, Surigao Del Norte",0917 626 1088,https://www.bravosiargao.com/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00174-2021,Buddha Resort,Surigao del Norte,General Luna,"Buddha Resort, Tourism Road",9282079631,https://buddhasiargao.com,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00190-2021,Cherinicole Beach Resort,Surigao del Norte,General Luna,"Purok 3, Barangay Poblacion General Luna",9670095983,https://www.cherinicolebeachresortsiargao.com,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00141-2021,INARA SIARGAO RESORT,Surigao del Norte,General Luna,Sitio Lisub Purok 2,9561347244,http://www.inara.com.ph,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00385-2023,Isla Cabana Resort,Surigao del Norte,General Luna,"Isla Cabana Resort, Poblacion 5, General Luna, SDN",09285595244 and 09778440618,//www.islacabanaresort.com/,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00037-2020,Jonas and Twins Resort,Surigao del Norte,General Luna,Tourism Road,9272820302,,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00069-2021,Kalipay Resort,Surigao del Norte,General Luna,Kalipay Resort Tourism Road,6.40E+11,,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00578-2023,KAWAYAN SIARGAO VILLA,Surigao del Norte,General Luna,"TOURISM ROAD, CATANGNAN, GENERAL LUNA, SURIGAO DEL NORTE",9395547450,https://www.kawayansiargaoresort.com/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00031-2020,Kermit Surf and Dive Camp Inc.,Surigao del Norte,General Luna,Brgy. Poblacion V,9178946661,https://www.kermitsiargao.com/,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00443-2023,Lamari Siargao,Surigao del Norte,General Luna,"Tourism Road, Catangnan, General Luna",9176507743,https://www.lamarisiargao.com/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00102-2021,Las Palmas Villas and Casitas,Surigao del Norte,General Luna,"Brgy. Catangnan, General Luna, Siargao Island, Surigao del Norte",9178777088,https://laspalmassiargao.com/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00384-2023,Nay Palad Hideaway,Surigao del Norte,General Luna,"Lisob Malinao, General Luna",6.39E+11,https://www.naypaladhideaway.com,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00033-2020,OCEAN 101 BEACH RESORT,Surigao del Norte,General Luna,"ocean 101 beach resort, brgy. catangnan, cloud 9, general luna",9198268837,https://www.facebook.com/Ocean 101 Beach Resort/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00048-2020,REEF BEACH HOUSES (formerly known as Reef Beach Resort),Surigao del Norte,General Luna,"TOURISM ROAD, CATANGNAN, GENERAL LUNA-SURIGAO DEL NORTE",9993393535,https://reefbeachresortsiargao.com/,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00309-2022,Retreat Siargao Resort Corp.,Surigao del Norte,General Luna,Purok 1,9457265008,,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00046-2020,Sandy Feet Vacation Home Rentals,Surigao del Norte,General Luna,"Malinao Tourism Road, Brgy. Malinao",#ERROR!,https://www.sandyfeetsiargao.com/home,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00122-2021,Siago Beach Resort,Surigao del Norte,General Luna,"Purok 5, General Luna Surigao Del Norte",9175909315,https://www.siagobeachresort.com/,"October 31, 2026"
Region 13,Resort,DOT-R13-RES-00049-2021,Siargao Bleu Resort and Spa,Surigao del Norte,General Luna,"Tourism Road Brgy. Catangnan, General Luna, SDN",9682741613,https://www.siargaobleu.com.ph,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00077-2021,Villa Cali Resort,Surigao del Norte,General Luna,Tourism Road,0920 662 7924,,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00133-2021,Surfing Temple,Surigao del Norte,General Luna,"General Luna, Surigao del Norte",9684402027,,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00013-2020,ALMONT BEACH RESORT,Surigao del Norte,Surigao City,ALMONT HOTEL BLDG.,9196699499,,"October 31, 2024"
Region 13,Resort,DOT-R13-RES-00502-2023,Alima ARQ Beach Resort,Surigao del Sur,San Agustin,"P-6, Britania, San Agustin",9368559192,,"October 31, 2024"
Region 13,Restaurant,DOT-R13-RST-00373-2023,Lunares Cafe,Surigao del Norte,General Luna,"Brgy. Poblacion 5, General Luna, Surigao del Norte",9369792384,,"March 9, 2025"
Region 13,Restaurant,DOT-R13-RST-00877-2024,COASTAL GROUNDS COFFEE HOUSE INC.,Surigao del Norte,General Luna,"Catangnan, General Luna, Surigao del Norte",9188620088,,"April 26, 2025"
Region 13,Restaurant,DOT-R13-RST-00295-2022,THE HUB BY LOKAL LAB,Surigao del Norte,General Luna,"Brgy 2, General Luna, Surigao del Norte",9173117862,,"May 6, 2025"
Region 13,Restaurant,DOT-R13-RST-00875-2024,Delymar Event Center,Surigao del Sur,Bislig City,"Mangagoy, Bislig City, Surigao del Sur",9171145621,,"April 23, 2025"
Region 13,Tour Operator,DOT-R13-TOP-00453-2023,COLZ TRAVEL AND TOURS SERVICES (FORMERLY KNOWN AS COLZ TRAVEL AND TOURS),Surigao del Norte,General Luna,"Villa Cali Resort, Tourism Road",9561633917,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00487-2023,Galatea Tours,Surigao del Norte,General Luna,Dapa-GL Highway,9209093725,https://www.facebook.com/GalateaSiargao,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00908-2024,ISLAWANDERS TRAVEL & TOURS SERVICES,Dinagat Islands,San Jose,"San Jose, Dinagat Islands",9954975188,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00523-2023,Kanaway Package Tour Services,Dinagat Islands,San Jose,"San Jose, Dinagat Islands",0985354598/09150564493,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00533-2023,Hoppy Feet Travel and Tours,Dinagat Islands,San Jose,"San Jose, Dinagat Islands",9663015902,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00571-2023,Suroy Siargao Travel & Tours,Surigao del Norte,General Luna,"Poblacion IV, General Luna, Surigao del Norte",6.39E+11,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00907-2024,CHEEKYTITAS TOUR SERVICES,Surigao del Norte,General Luna,"Poblacion II, General Luna, Surigao del Norte",9279732193,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00915-2024,MCIAO TRAVEL AND TOURS,Surigao del Norte,General Luna,"Catangnan, General Luna, Surigap del Norte",9217340390,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00860-2024,GL Island Tours,Surigao del Norte,General Luna,"Malinao, General Luna, Surigao del Norte",9178342526,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00549-2023,Maricel Tour Services,Surigao del Norte,General Luna,"General Luna, Surigao del Norte",9272347406,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00480-2023,DOODS TRAVEL AND TOURS AGENCY,Surigao del Norte,General Luna,"General Luna, Surigao del Norte",9364752186,,"June 30, 2026"
Region 13,Tour Operator,DOT-R13-TOP-00473-2023,Pointbreak Siargao Travel and Tours,Surigao del Norte,General Luna,"General Luna, Surigao del Norte",9177703518,,"June 30, 2026"
Region 13,Tourism Recreation Center,DOT-R13-SRC-00296-2022,Canijugan Peak Retreat and Camping Site Rental,Surigao del Norte,Dapa,"Bgry. Union - Malinao Road, Dapa",9177106636,,"December 27, 2024"
Region 13,Land Transport Operator,DOT-R13-TTO-00872-2024,Caraga Transport Service Cooperative,Agusan del Norte,Butuan City,"San Vicente, Butuan City, Agusan del Norte",09127777480 / 09173103766,,"April 30, 2026"
Region 13,Land Transport Operator,DOT-R13-TTO-00264-2022,Caraga Butuan Transport Service Cooperative,Agusan del Norte,Butuan City,"Baan KM3, Butuan City",9399198158,,"April 30, 2026"
Region 13,Land Transport Operator,DOT-R13-TTO-00243-2022,LOVELY CENTURY TRANSPORT SERVICE,Agusan del Norte,Butuan City,"Baan KM3, Butuan City",9279589942,,"April 30, 2026"
Region 13,Land Transport Operator,DOT-R13-TTO-00269-2022,Jodab Transport Service Cooperative,Surigao del Sur,Bislig City,"Mangagoy, Bislig City, Surigao del Sur",9561576645,,"April 30, 2026"
Region 13,Land Transport Operator,DOT-R13-TTO-00255-2022,CARCANMADCARLAN TRANSPORT SERVICE COOPERATIVE,Surigao del Sur,CANTILAN,"P-6 PAG ANTAYAN, CANTILAN, SURIGAO DEL SUR",9700933773,,"April 30, 2026"
Region 13,Land Transport Operator,DOT-R13-TTO-00895-2024,SIARGAO TRANSPORT SERVICE COOPERATIVE,Surigao del Norte,General Luna,"Purok IV, General Luna, Surigao del Norte",9101695794,,"April 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00314-2022,AZONTA TRAVEL AND TOURS,Dinagat Islands,San Jose,DM AVENUE,9353159000,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00531-2023,JMALLS Travel and Tours,Dinagat Islands,San Jose,"San Jose, Dinagat Islands",9171634907,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00335-2023,Island Getaway Travel and Tours,Dinagat Islands,San Jose,"San Jose, Dinagat Islands",9507602755,,"June 30, 2026"
Region 13,Tourist Water Transport,DOT-R13-TWT-01041-2024,VIEL'S SHIPPING LINES 1-2-3,Dinagat Islands,San Jose,"Wilson, San Jose, Dinagat Islands",9951963747,,"April 30, 2026"
Region 13,Tourist Water Transport,DOT-R13-TWT-01041-2024,VIEL'S SHIPPING LINES 1-2-3-5,Dinagat Islands,San Jose,"Wilson, San Jose, Dinagat Islands",9951963747,,"April 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00263-2022,Golden Tara Travels and Tours,Agusan del Norte,Butuan City,"P-1, Brgy. Lapu-Lapu, Butuan City",9391530163,https://www.facebook.com/goldentaratravels.butuan/,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00063-2021,"ONE CORPORATE GRAND TOURS, INC.",Agusan del Norte,Butuan City,PUROK 4A LOWER DOONGAN,9178913556,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00061-2021,TRAVEL ESSENTIALS,Agusan del Norte,Butuan City,"BLK 2-LOT 6, NORTHTOWN 2 SUBD. BRGY.LIBERTAD",0939-8999-156,,"June 30, 2026"
Region 13,Travel Agency,DOT-R13-TRA-00883-2024,Island Dreams Travel Services,Agusan del Norte,Butuan City,"BLOCK 1 LOT 52 TRENTON SUBDIVISION, Ampayon, Butuan City",9162916274,,"June 30, 2026"
Region 13,Travel Agency,DOT-R13-TRA-01029-2024,TICKETLAND TRAVEL & TOURS,Agusan del Norte,Butuan City,"33 Rosales Street, Barangay. San Igncaio, Butuan City",9274077595,,"June 30, 2025"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00318-2022,WOW SIARGAO ISLAND TRAVEL & TOURS,Surigao del Norte,General Luna,"POBLACION IV, TOURISM RD.",9171504894,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00477-2023,Xargao Travel and Tours,Surigao del Norte,General Luna,"P-1, General Luna, Surigao del Norte",0936-982-1016,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00874-2024,"UNLTD TRAVEL AND TOURS, INC.",Surigao del Norte,General Luna,"Catangnan, General Luna, Surigao del Norte",9190669323,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00925-2024,TRAVEL ESSENTIALS- Siargao Branch,Surigao del Norte,General Luna,"Pob. V, General Luna, Surigao del Norte",9398999156,,"June 30, 2026"
Region 13,Travel and Tour Agency,DOT-R13-TTA-00315-2022,Ocean Cove Travel and Tours,Surigao del Norte,General Luna,"Del Carmen, Del Carmen, Surigao del Norte",9302295902,,"June 30, 2026"
