Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 12,Travel and Tour Agency,DOT-R12-TTA-00778-2025,Waki's Travel and Tours,Chartered City,General Santos City,,,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00136-2022,"Marbel Mt. Zion Travel and Tours, Inc.",South Cotabato,Koronadal City,388-A Posadas St,63832282553,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00134-2022,"Romano Travel and Tours, Inc.-Koronadal",South Cotabato,Koronadal City,Mall of Ace Centerpoint Osmena st gensan drivewing zone II Koronadal city South Cotabato,9173010032,https://romano-travel-and-tours-inc.business.site/,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00735-2024,Time to Fly Travel and Tours Service,South Cotabato,Koronadal City,"Arellano St., Brgy. Zone III",,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TRA-00130-2022,Travelsure International Travel and Tours,South Cotabato,Koronadal City,"DOOR 1, G/F CINTON REALTY, LOWER ABAD SANTOS ST.",9053651173,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00138-2022,Triplink South Travel Centre,South Cotabato,Koronadal City,"16-A, CULTURAL GYM, ALUNAN AVE.,",9656117099,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00132-2022,Bambie Travel and Tour,South Cotabato,Norala,"BONIFACIO ST. BRGY POBLACION, NORALA SOUTH COTABATO",9173261830,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TRA-00145-2022,Sultan Travel and Tours,Sultan Kudarat,Isulan,Isulan Buss.Arcade National Highway Isulan Sultan Kudarat,9361337163,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00139-2022,Capitol Air Travel,Sultan Kudarat,Tacurong City,"31 A & B Public Market, Bonifacio St.",9177187011 0642003527 0644770005,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00147-2022,ECL Travel and Tours,North Cotabato,Midsayap,222 LAPU LAPU ST. POB. 1 MIDSAYAP COTABATO,9171534095,https://www.facebook.com/ecltours,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00137-2022,Global Travelscope (Formerly Travelscope Travel & Tours),North Cotabato,Kidapawan City,"Fronting Overland Terminal, Brgy. Poblacion, Kidapawan, North Cotabato",9338596049,https://www.facebook.com/travelscopetravelandtours,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00135-2022,Golden Travellers Services,North Cotabato,Kidapawan City,Purok Pag-asa,9189016214,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00200-2023,Seraphim Travel and Tours,North Cotabato,Kidapawan City,"Perimeter Area, Dayao St.",9076834782,,"June 30, 2026"
Region 12,Travel and Tour Agency,DOT-R12-TTA-00221-2023,Worldshop Travel and Tours,North Cotabato,Kidapawan City,"ZAMBRANO BLDG. BESIDE DAKKI QUEZON BOULEVARD,",9189376057,,"June 30, 2026"
Region 12,Travel Agency,DOT-R12-TRA-00142-2022,Jing Travel Wide Agency,Chartered City,General Santos City,,,,"June 30, 2026"
Region 12,Travel Agency,DOT-R12-TRA-00199-2023,MCC Travel and Tours Services,South Cotabato,Koronadal City,"DEDILES BLDG., OSMEÑA ST., BRGY. ZONE II, KOR. CITY",9173098734,melody.corpuz@gmail.com,"June 30, 2026"
Region 12,Travel Agency,DOT-R12-TRA-00817-2025,Tin & Theia Travel Agency,South Cotabato,Koronadal City,Gen. Paulino Santos (Bo. 1),,,"June 30, 2026"
Region 12,Travel Agency,DOT-R12-TRA-00808-2025,Elcrest Travel and Tours,North Cotabato,Midsayap,,,,"June 30, 2026"
Region 12,Dental Clinics for Dental Tourism,DOT-R12-DC-00796-2025,Sephine Dental Clinic,Sultan Kudarat,Lebak,Aurelio F. Freires (Poblacion II),,,"April 11, 2027"
Region 12,Rest Area,DOT-R12-TRE-00797-2025,Westviltrade Corporation,,,,,,"April 11, 2026"
