Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 9,Resort,DOT-R09-RES-00197-2021,RODERICS ENTERPRISES,Zamboanga Sibugay,Ipil,"Purok Palmera, Taway, Ipil, Zamboanga Sibugay",09776443139 / 09605069784,roderics.resort@yahoo.com,"October 31, 2026"
,,,,,,,(062) 333-2726 /0916-475-0822,,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00023-2020,CASA CANELAR BOUTIQUE HOTEL & RESTAURANT,Zamboanga del Sur,Zamboanga City,"Mayor Jaldon St., Canelar, Zamboanga City",(062) 990-1056,casacanelarpen@yahoo.com.ph,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00181-2021,DANIEL'S HOTEL AND CATERING SERVICES,Zamboanga del Sur,Zamboanga City,"Star Street, Tumaga, Zamboanga City",9177707110,cecilles_catering_and_pension@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00005-2020,EMBASSY HOTEL,Zamboanga del Sur,Zamboanga City,"Dr. Varela St., Barangay Zone I, Zamboanga City",(062) 991-1967,embassyhotel1947@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00317-2022,EMPIRE EXECUTIVE SUITES,Zamboanga del Sur,Zamboanga City,"P. Reyes Street, Zone II, Zamboanga City",(062) 926-7994 / 0965-591-1910,empireexecutivesuites@yahoo.com.ph,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00033-2021,MAG-VERAR CORPORATION,Zamboanga del Sur,Zamboanga City,"Corner Don Basilio, San Jose Road, Cawa-Cawa",991-3054,magvroyalhotel@outlook.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00010-2020,LIFESTYLE PENSION HOUSE,Zamboanga del Sur,Zamboanga City,"46-D, MCLL Highway, Divisoria, Zamboanga City",9177230414,lifestyle.pensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00012-2020,SERENITY PENSIONNE INN,Zamboanga del Sur,Zamboanga City,"46-D Putik, Zamboanga City",9177230414,serenity.pensioninn@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00061-2021,CJ PENSION HOUSE,Zamboanga del Sur,Zamboanga City,"289 Don Toribio Street, Tetuan, Zamboanga City",0916 789 1999,carlabello42@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00269-2021,CUBE HOTEL,Zamboanga del Sur,Zamboanga City,"P. Reyes Street, Brgy. Zone II, Zambonaga City",0999 888 7383,cubehotelzam@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00364-2022,WINZELLE SUITES,Zamboanga del Sur,Zamboanga City,"Almonte Street,Brgy. Zone III,Zamboanga City",0977 04 0957,winzellesuites@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00216-2021,ZAMBOANGA HERMOSA HOTEL,Zamboanga del Sur,Zamboanga City,"Mayor Jaldon Street, Brgy. Zone II, Zamboanga City",(062) 991-2040,elorenzol@hotmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00080-2021,ZAMBOANGA CITY GOVERNMENT EMPLOYEES MULTI-PURPOSE COOPERATIVE,Zamboanga del Sur,Zamboanga City,Dr. J Estrada Street Tetuan Zamboanga City,0917 310 5232,zcgempco.mpc@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01039-2025,CASA DON ATILANO PENSION HOUSE,Zamboanga del Sur,Zamboanga City,"Atilano Compound, Mayor Jaldon Street, Brgy. Canelar, Zamboanga City","09173034879, 09173034867",casadon_2006@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00282-2022,NEW COUNTRY LIVING MOTEL - Porcentro,Zamboanga del Sur,Zamboanga City,"Tumaga Porcentro, Brgy. Tumaga, Zamboanga City",(062) 985-0357,nclm2027@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00281-2022,NEW COUNTRY LIVING MOTEL - Tumaga,Zamboanga del Sur,Zamboanga City,"H. Suarez Avenue,, Brgy. Tumaga, Zamboanga City",(062) 985-0357,nclm2027@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01041-2025,SAVOURY PENSION AND RESTAURANT,Zamboanga del Sur,Zamboanga City,"Gov. Ramos Street, Brgy. Santa Maria, Zamboanga City",(062) 975 6043,francisreynold23@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00322-2022,ZC GREENHILLS MOTEL,Zamboanga del Sur,Zamboanga City,"Lunzuran Road, Zamboanga City",0927 172 0369,sethryan@dlr.ph,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01045-2025,WEST COAST TRAVELLER'S INN,Zamboanga del Sur,Zamboanga City,"Gen. Alvarez Street, Brgy. Zone IV, Zamboanga City",9750719092,travellerwestcoast@gmail.com,"October 31, 2025"
,,,,,,,,,
,,,,,,,,smadjilon123@gmail.com,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01046-2025,CITYLAND SUITES,Zamboanga del Sur,Zamboanga City,"Limtown Building, 2nd To 4th Floor, La Purisima Street, Brgy. Zone III, Zamboanga City",0917 872 9005,citylandsuites@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01049-2025,LA TERRAZA PENSION HOUSE,Zamboanga del Sur,Zamboanga City,"Gov. Camins Rd., Brgy. Canelar, Zamboanga City",0917 704 9859,"laterraza.zambo@gmail.com,","October 31, 2025"
,,,,,,,,florindasamson70@gmail.com,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01050-2025,A.A TRAVELLER'S ROOM,Zamboanga del Sur,Zamboanga City,"664 Cabato Dr., Canelar, Zamboanga City",0975 036 2083,None,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00228-2021,NEWZON HOTEL,Zamboanga del Sur,Zamboanga City,"Triplet Rd, Brgy. Canelar, Zamboanga City","09167535936, 062 993 6512",newzon@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01055-2025,AMIL'S HOTEL,Zamboanga del Sur,Zamboanga City,"Pilar Street,, Brgy. Zone IV, Zamboanga City","0906 371 3581,993 7538",amilshotel399@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01057-2025,J&A MANOR,Zamboanga del Sur,Zamboanga City,"Amethyst St., Johnston Subdivision, Brgy. San Jose Cawa-cawa,Zamboanga City",0977 426 2013,drasoria@yahoo.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01058-2025,BULLSEYE MOTEL,Zamboanga del Sur,Zamboanga City,"Canelar Moret, Brgy. Canelar, Zamboanga City",0975 148 980,bullseyemotel10@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01059-2025,G.V.S. TRAVELLER'S INN,Zamboanga del Sur,Zamboanga City,"Gov. Alvarez Street,Brgy. Camino Nuevo, Zamboanga City",0927 232 1436,gvstravellersinn@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01059-2025,JL SAYANG PENSION,Zamboanga del Sur,Zamboanga City,"Don Toribio St. Tetuan, Zamboanga City",0917 128 7594/ 0997 758 6828,buckssalibu57@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01061-2025,DOUBLE B MOTEL,Zamboanga del Sur,Zamboanga City,"MAASIN HIGHWAY, BRGY. MAASIN, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",0975 714 8980,doublebmotel01@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01062-2025,HOTEL PRECIOSA,Zamboanga del Sur,Zamboanga City,"MAYOR JALDON ST., BRGY. BARANGAY ZONE II (POB.), ZAMBOANGA CITY, ZAMBOANGA DEL SUR",0967 943 7955,reynoldchiong5@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01071-2025,IDOL MOTEL,Zamboanga del Sur,Zamboanga City,GOV. RAMOS STA. MARIA ZAMBOANGA CITY,0975 714 8980,idolmotel@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01074-2025,HOTEL SALWA,Zamboanga del Sur,Zamboanga City,"Gov. Camins Avenue, Brgy. Canelar, Zamboanga City",None,none,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01076-2025,TWO SEASONS EXECUTIVE SUITES,Zamboanga del Sur,Zamboanga City,"Veterans Avenue, Extension, Brgy. Sta. Maria, Zamboanga City",None,none,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01063-2025,MONTE VERDE RESORT,Zamboanga del Sur,Zamboanga City,"BYPASS ROAD, BRGY. GUISAO, ZAMBOANGA CITY, ZAMBOANGA DEL SUR","062 992 9294,926 0085, 09050620048",monteverderesort@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01064-2025,ZC LUCKYSTAR MOTEL,Zamboanga del Sur,Zamboanga City,"CADENA DE AMOR ST., BRGY. GUIWAN, ZAMBOANGA CITY, ZAMBOANGA DEL SUR",0975 714 8980,luckystarmotel13@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01089-2025,V-STAR PENSION HOUSE,Zamboanga del Sur,Zamboanga City,"Tomas Claudio St., Brgy Zone II , Zamboanga City",0952 639 6430,hyacenthclaireluzana@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01103-2025,TRANSIENT INN IBT BYLMCA,Zamboanga del Sur,Zamboanga City,"Zone 5A, Nora Macrina, Brgy. Divisoria, Zamboanga City,",9076810557,jesielpantillo8@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01117-2025,STAY HOTEL,Zamboanga del Sur,Zamboanga City,"JPL Bldg, Sta Maria Road, Zamboanga City",0927 179 6192,stayhotel.zc@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00935-2024,TAIBA'S RESORT,Chartered City,Isabela City,"Busay, Isabela City, Basilan","0935 709 5563, 0953 133 4571",taibamuarip16@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00941-2024,BALAI ISABELA DORMITORY & BALAI ISABELA RESTAURANT,Chartered City,Isabela City,"Purok 6 Barangay Tabiawan, Isabela City, Basilan",0975 457 7665,cacdacpa79@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01011-2024,DAGATAN'S EVENT VENUE RENTAL,Chartered City,Isabela City,"Purok 8, Begang Barangay Isabela de Basilan",0965 372 7795,emmadagatan9@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00008-2023 (M),EP EXECUTIVE SUITES,Zamboanga del Sur,Pagadian City,"Cabrera Street, San Francisco District, Pagadian City, Zamboanga Del Sur",9199955677,epesuites@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00018-2020,EXECUTIVE TRAVELLERS PENSIONE HOUSE,Zamboanga del Sur,Pagadian City,"374 FS Pajares Avenue, San Jose District, Pagadian City, Zamboanga del Sur",0919-992-5329 / 0920-929-0323,jocelyn.abedejos@gmail.com,"October 31, 2026"
,,,,,,,,esadlaon@gmail.com,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00247-2021,PRINCESS HOTEL,Zamboanga del Sur,Pagadian City,"Purok Makugihon 2, Marcelo H. Dablo Avenue, Dablo Street, Santiago District, Pagadian City",09052519918 / (062) 215-2242,princesshotel.zds@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00069-2021,GV HOTEL PAGADIAN / VISMIN GV HOTEL INC.,Zamboanga del Sur,Pagadian City,"Rizal Avenue, San Pedro Ditrict, Pagadian City, Zamboanga del Sur",0917 707 4521,pagadian@gvhotels.com.ph,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00505-2023,HALIKAH INN,Zamboanga del Sur,Pagadian City,"Duterte Street, San Jose District, Pagadian City, Zamboanga del Sur",0909 054 2435,borbonathenalouiselynn@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00837-2024,G3 BEACH RESORT,Zamboanga del Sur,Tabina,"Tambunan,Brgy. Malim, Tabina, Zamboanga del Sur",0998 998 2669,g3beachresort2024@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00948-2024,OSIAS BEACH RESORT,Zamboanga del Sur,Vincenzo Sagun,"Purok Santan, Danan, Vincenzo Sagun, Zamboanga del Sur",0910 298 2944,osiasbeachresort.booking@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00283-2022,IKR LODGE,Zamboanga del Sur,Guipos,"Purok 2 Poblacion Guipos, Zamboanga del Sur",0920 938 0021,aliciasuarez1953@gmail.com,"October 31, 2025"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00417-2022,BAJAMUNDE FARMS PENSION,Zamboanga del Norte,Dapitan City,"Sunset Boulevard, Dawo, Dapitan City, Zamboanga del Norte",9685678772,jiddachan@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00410-2022,IAP'S PENSION HOUSE,Zamboanga del Norte,Dapitan City,"Nat'l Highway, Lawaan Dawo, Dapitan City, Zamboanga del Norte",9463031791,afobas@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00418-2022,MADZVIE PENSIONNE,Zamboanga del Norte,Dapitan City,"429 Sunset Boulevard, Dawo, Dapitan City, Zamboanga del Norte",9268950857,madzviepensionne@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00372-2022,RAQUEL'S PENSION HOUSE,Zamboanga del Norte,Dapitan City,"039 Leonor Rivera St., Santa Cruz, Dapitan City, Zamboanga del Norte",(065) 908-2552,raquelpensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00301-2022,TRAVELBEE HERITAGE INN,Zamboanga del Norte,Dapitan City,"Banonong, Dapitan City, Zamboanga del Norte",9619384533,travelbeepension@gmail.com,"October 31, 2026"
,,,,,,,0917-888-6783/0931-716-4740,,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00389-2022,VILLAPILAR PENSIONE,Zamboanga del Norte,Dapitan City,"Sunset Boulevard, Dawo, Dapitan CIty, Zamboanga el Norte",09063647741/ (065) 213 6579 / (065) 908 8580,villapilarpensionh22@gmail.com,"October 31, 2026"
,,,,,,,,villapilarpensionh22@gmail.com,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00811-2024,JUNCTION CABIN RENTAL,Zamboanga del Norte,Dapitan City,"National Highway, Banonong, Dapitan City, Zamboanga Del Norte",0912 674 5993,junctioncabinrentaldapitan@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00807-2024,GRATUM DEVELOPMENT CORPORATION,Zamboanga del Norte,Dapitan City,"Coastal Road, Guimputlan, Dapitan City, Zamboanga Del Norte",0917 502 2524,gratumbeach2023@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00891-2024,GFL SUITES,Zamboanga del Norte,Dapitan City,"Dawo Dapitan City, Zamboanga del Norte",0928 846 9997,suitesgfl2022@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00920-2024,MONINA'S PENSION HOUSE,Zamboanga del Norte,Dapitan City,"Sunset Boulevard Dawo,Dapitan City,Zamboanga del Norte",0917 723 9270,moninaspensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00931-2024,ALEXANDRA BY THE SEA INC.,Zamboanga del Norte,Dapitan City,"Sunset Boulevard Dawo,Dapitan City,Zamboanga del Norte",0917 718 2288,abtsbeachvolleyball@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00418-2022,MADZVIE PENSIONNE,Zamboanga del Norte,Dapitan City,"429 Sunset Boulevard,Dawo,Dapitan City,Zamboanga Del Norte",0926 895 0857,madzviepensionne@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00301-2022,TRAVELBEE MANAGEMENT CORP.,Zamboanga del Norte,Dapitan City,"Banonong, Dapitan City, Zamboanga Del Norte",091 7888 6783,travelbeepension@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00999-2024,DON SEGUNDO’S PENSION HOUSE,Zamboanga del Norte,Dapitan City,"Road 23, Jose Carreon Street, Dawo, Dapitan City, Zamboanga del Norte",0998 282 7028,donsegundosph@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01015-2024,PRINCE ECONOTEL INN,Zamboanga del Norte,Dapitan City,"Manuel L. Quezon Avenue, Bagting, Dapitan City, Zamboanga del Nortre",0939 980 7485,princeeconotel@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00171-2021,ABC BUILDING LESSOR,Zamboanga del Norte,Dipolog City,"Velasco St., Miputak, Dipolog City, Zamboanga del Norte",065-212-2225,archie_ratunil@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00001-2020,ANTONIO'S PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Martinez St., Central, Dipolog City, Zamboanga del Norte",(065) 908-2159,antoniospensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00287-2022,EUSTACIA'S PENSION HOUSE 1,Zamboanga del Norte,Dipolog City,"Gomez St., cor Gonzales St., Biasong, Dipolog City",9071375969,eustaciaspensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00291-2022,EUSTACIA'S PENSION HOUSE 2,Zamboanga del Norte,Dipolog City,"Gonzales St., Biasong, Dipolog City",9071375969,eustaciaspensionhouse2@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00293-2022,FAREZ PENSIONNE,Zamboanga del Norte,Dipolog City,"Ramos Village, Sta. Filomena, Dipolog City, Zamboanga del Norte",9278880775,andy89sarceno@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00313-2022,FSA TRADERS' INN 1,Zamboanga del Norte,Dipolog City,"FSA III Bagsakan Ni Edad, T. Claudio St., Miputak, Dipolog City, Zamboanga del Norte",(065) 212-5244,annamiranillo@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00352-2022,FSA TRADERS' INN 2,Zamboanga del Norte,Dipolog City,"5/F, Felicidad 1 Bldg., Quezon Avenue, Miputak, Dipolog City, Zamboanga del Norte",(065) 212-4055,annamiranillo@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00371-2022,GREEN MELLOW COURT,Zamboanga del Norte,Dipolog City,Osmeña st Central barangay Dipolog City Zamboanga Del Norte,0917 628 3399,mc13rll@gmail.com,"October 31, 2026"
,,,,,,,,michaellouelim@yahoo.com,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00386-2022,HAPPY INN (TURNO),Zamboanga del Norte,Dipolog City,"Baypass Road, Turno Dipolog City",9177929255,lodelyn.suarez@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00968-2024,HAPPY INN (ESTAKA),Zamboanga del Norte,Dipolog City,"Capitol Avenue, Estaka, Dipolog City, Zamboanga Del Norte",0917 792 9255,happyinndipolog@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00310-2022,KHRYSBY PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Ramos Village, Sta. Filomena, Dipolog City, Zamboanga del Norte",659176109,alexanderabila11468@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00070-2021,MINER BLU PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Prk. Green Leaves, Sta. Filomena, Dipolog City, Zamboanga del Norte",9498868038,jenny_adanza@yahoo.com,"October 31, 2026"
,,,,,,,0939-870-4031,,
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00110-2021,WALK INN,Zamboanga del Norte,Dipolog City,"146 General Luna St., Dipolog CIty, Zamboanga del Norte",9307006179,jolenzh@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00537-2023,VINEYARD INN,Zamboanga del Norte,Dipolog City,"Purok One Heart Sta. Isabel, Dipolog City, Zamboanga del Norte",9616423890,vineyardinn.dpl@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00445-2023,YOKI TRANSIENT HOUSE,Zamboanga del Norte,Dipolog City,"Gideon St. Ramos Village, Sta. Filomena, Dipolog City, Zamboanga del Norte",9507751304,lilbody_snatch@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00809-2024,KANIPAAN LODGING HOUSE,Zamboanga del Norte,Dipolog City,"Purok Naga Minaog, Dipolog City, Zamboanga Del Norte",0946 316 0327,Kanipaanlodge@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00821-2024,AUGUSTUS PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Rotonda, Turno, Dipolog City,Zamboanga Del Norte",0939 939 6623,quilabmarites02@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00823-2024,INN KEEPER,Zamboanga del Norte,Dipolog City,"Padre Ramon Extension, Estaca, Dipolog City, Zamboanga Del Norte",0905 823 8672,innkeeper161621@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00073-2021,NANYANG PENSION HOUSE,Zamboanga del Norte,Dipolog City,"74 Martinez St., Miputak, Dipolog City, Zamboanga del Norte",09177182914/(065)212 5633,nanyangpensionhouse2017@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00822-2024,MARINE DRIVE PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Purok Kalamboan, Sta Filomena, Dipolog City,Zamboanga Del Norte",0970 985 9153,frisilda27@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00844-2024,BIDDISON'S INN,Zamboanga del Norte,Dipolog City,"Anahaw, Brgy. Galas, Dipolog City, Zamboanga del Norte",0935 588 7412,almiroljuvylaine@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00840-2024,928 CAXA JUAN,Zamboanga del Norte,Dipolog City,"928 Caxa Juan Cuaco Street, Brgy. Turno, Dipolog City, Zamboanga del Norte",0905 392 9320,christianjayveloso@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00838-2024,JNM INN,Zamboanga del Norte,Dipolog City,"Purok 5, Santa isabel, Dipolog City, Zamboanga del Norte",0920 850 1902,jnmhotel2016@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00832-2024,RAC'S VILLAGE INN,Zamboanga del Norte,Dipolog City,"Ramos Village, Santa Filomena, Dipolog City, Zamboanga del Norte",0912-671-2256,rizalitatorres2025@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00842-2024,JSB SUITES,Zamboanga del Norte,Dipolog City,"Purok Duranta, Brgy. Turno, Dipolog City, Zamboanga del Norte",0909 772 3262,reception.jsbresidences@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00843-2024,IRABELLA TRAVELLERS INN,Zamboanga del Norte,Dipolog City,"071-A Amatong Street, Brgy. Miputak, Dipolog City, Zamboanga del Norte",0962 449 7147,irabellatravellersinn@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00839-2024,GLORIPER PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Pedro's Road Bypass Purok Sampaguita, Gulayon Dipolog City",0955 298 6544,perfectopotot04@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00054-2021,ANDREA'S PENSIONNE,Zamboanga del Norte,Dipolog City,"Banicapt, Galas, Dipolog City, Zamboanga del Norte",0919 479 6376,andreaspensionne123@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00878-2024,NAAB'S CONDOTEL,Zamboanga del Norte,Dipolog City,"Tabiliran Street, Estaka Dipolog City, Zamboanga del Norte",0945 364 6014,nobelnet.enterprises@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00001-2020,ANTONIO'S PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Martinez St. Dipolog City, Zamboanga del Norte",065 908 2159,antoniospensionhouse@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00932-2024,WEST END COURT HOTEL,Zamboanga del Norte,Dipolog City,"268 Echavez Street, Dipolog City, Zamboanga del Norte",0905 395 2908,iamrbds139@yahoo.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00971-2024,A4M PENSIONNE CORPORATION,Zamboanga del Norte,Dipolog City,"Arellano Ext. Miputak Dipolog City, Zamboanga Del Norte",0968 851 3434,a4mpensionne@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00009-2020,BAMBOO GARDEN BUSINESS INN,Zamboanga del Norte,Dipolog City,"Bonifacio St., Dipolog City, Zamboanga del Norte",(065)212-3536,bamboogardenzanorte@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00079-2021,RAINBOW PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Upper, Turno, Dipolog City, Zamboanga del Norte",0946 040 1065/099 756 23548,rainbowpension9@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01009-2024,AVERDE SUITES,Zamboanga del Norte,Dipolog City,"Mibang, Sta. Filomena, Dipolog city, Zamboanga del Norte",0917 588 8010,verdida.gine29@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01014-2024,ARIVA PENSION HOUSE,Zamboanga del Norte,Dipolog City,"Bypass Road, Lalawan, Lower Dicayas, Dipolog City, Zamboanga Del Norte",0917 325 7392,bagawisanregine@gmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-01012-2024,POWERS GUESTHOUSE,Zamboanga del Norte,Dipolog City,"Lobing Ogis, Galas, Dipolog City, Zamboanga del Norte",0950 303 6948,letradamayan@hotmail.com,"October 31, 2026"
Region 9,Mabuhay Accommodation,DOT-R09-MAB-00532-2023,BETHANY SUITES,Zamboanga del Norte,Dipolog City,"Highway Mianog, Dipolog City, Zamboanga del Norte",0949 320 3648,bethanysuitesdipolog@gmail.com,"October 31, 2026"
