Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00422-2022,BLUE DREAM AT PUERTO GALERA INC./DREAM HOTEL,Oriental Mindoro,PUERTO GALERA,"SABANG CENTER, BRGY. SABANG, PUERTO GALERA",(+63) 9165124898,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00633-2022,BLUE WATER OCEAN CORP.,Oriental Mindoro,PUERTO GALERA,"CENTRO, BRGY. SABANG, PUERTO GALERA",(+63) 9173638613,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01003-2022,DREAM HILL REAL ESTATE INC.,Oriental Mindoro,PUERTO GALERA,"DREAM HILL CONDOS AND SPA, BRGY. SABANG, PUERTO GALERA",(+63) 9175058993,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00908-2022,EDGEWATER DIVE & SPA RESORT INC.,Oriental Mindoro,PUERTO GALERA,"EDGEWATER RD. KABILANG GULOD, BRGY. SABANG, PUERTO GALERA",(+63) 9452699229,https://edgewaterresort.co,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00688-2022,FINNESE RESIDENCIA COCKTAIL BAR AND RESTAURANT,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH SAN ISIDRO, PUERTO GALERA",(+63) 9778021425,https://jerelinecalderon.webtulz.site/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02869-2025,"FRANCESCA RESORTS AND HOTELS, INC.",Oriental Mindoro,PUERTO GALERA,"APARTELLE DE FRANCESCA, WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9167373086,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-03002-2025,HOTEL DOROTEA,Oriental Mindoro,PUERTO GALERA,"SITIO MINOLO, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9777569149 | (043) 7384873,https://hoteldorotea.my.canva.site,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00978-2022,J AND J GUEST HOUSE,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH SAN ISIDRO, PUERTO GALERA",(+63) 9563550578,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00977-2022,LA SOLANASUITES AND RESORT INC.,Oriental Mindoro,PUERTO GALERA,"PUROK 2, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9175620776,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01472-2023,LAY HOSPITALITY OPC (CASALAY BOUTIQUE VILLAS & DIVE RESORT),Oriental Mindoro,PUERTO GALERA,"DALARUAN, BRGY. SABANG, PUERTO GALERA",(+63) 9397266628,https://casalay.ph/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01347-2023,LUCKY TITO RESORT CORP.,Oriental Mindoro,PUERTO GALERA,"BLK. 6, SITIO KANLURAN, BRGY. SABANG, PUERTO GALERA",(+63) 9279139932,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02649-2022,MODEM DEVELOPMENT COMPANY INC (CAPTN GREGGS),Oriental Mindoro,PUERTO GALERA,"BEACH FONT, BRGY. SABANG, PUERTO GALERA",(+63) 9451464701,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01009-2022,MOLLY RESORT,Oriental Mindoro,PUERTO GALERA,"SILANGAN, BRGY. SABANG, PUERTO GALERA",(+63) 9453448887,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00909-2022,MONTANI BEACH RESORT,Oriental Mindoro,PUERTO GALERA,"SABANG, PUERTO GALERA",(+63) 9163256703,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00823-2022,ORIENT DE GALERA BEACH RESORT INC.,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 09171081972,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00154-2022,PUERTO GALERA SEAVIEW RESORT,Oriental Mindoro,PUERTO GALERA,"SITIO PURON, BRGY. SINANDIGAN, PUERTO GALERA",(+63) 9616128779,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02871-2025,PLAYABLANCA DIVING RESORT,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9064422444,https://www.pbbresort.com/en/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00192-2022,PR'S UPSTAIRS,Oriental Mindoro,PUERTO GALERA,"REYNALDO'S UPSTAIRS, SABANG EAST, BRGY. SABANG, PUERTO GALERA",(+63) 9281724943,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00803-2022,PUNTA DEL ESTE RESORT CORPORATION,Oriental Mindoro,PUERTO GALERA,"TABINAY MUNTI, BRGY. TABINAY, PUERTO GALERA",(+63) 9663057442 / (+63) 9662850355,https://puertogaleravilla.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00615-2022,RESIDENCIA LA ESTELA,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9176560320,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00747-2022,SABANG BEACH CLUB CORPORATION,Oriental Mindoro,PUERTO GALERA,"SILANGAN, BRGY. SABANG, PUERTO GALERA",(+63) 9052417244,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00846-2022,"SCANDI DIVERS CAMPBELLS WING, INC.",Oriental Mindoro,PUERTO GALERA,"SITIO BIG LALAGUNA SABANG, PUERTO GALERA",(+63) 9176567380,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00107-2022,SQUARES APARTMENTS,Oriental Mindoro,PUERTO GALERA,"#577, SITIO SMALL TABINAY, PUERTO GALERA",(+63) 9061086003,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00613-2022,SUNRISE VIEW VILLAS INC.,Oriental Mindoro,PUERTO GALERA,"SITIO LIG-OK HILLS, BRGY. SINANDIGAN, PUERTO GALERA",(+63) 9993658667,https://verdeviewvillas.com/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00864-2022,THE FRENCHY RESORT INC. – BLUE LAGOON DIVE RESORT,Oriental Mindoro,PUERTO GALERA,"SITIO SMALL LALAGUNA, PUERTO GALERA",(+63) 9952934546,http://bluelagoondiveresort-philippines.com/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00647-2022,THE MANG-YAN GRAND HOTEL,Oriental Mindoro,PUERTO GALERA,"PUROK 2, BAKAWAN ROAD, PUERTO GALERA",(+63) 9175620778,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00729-2022,THE SUMMER CONNECTION BEACH RESORT,Oriental Mindoro,PUERTO GALERA,"PUROK 2, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9209736642,htpps://www.summerconnection.net,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02870-2025,THE-ISLAND-BLISS RESORT,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9561527607,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00968-2022,TITA NERI'S LODGING,Oriental Mindoro,PUERTO GALERA,"PUROK 2, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9105313876,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00959-2022,TRIBAL HILLS MOUNTAIN RESORT,Oriental Mindoro,PUERTO GALERA,"HILLTOP, BRGY. ANINUAN, PUERTO GALERA",(+63) 9175750599,https://www.tribalhills.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02311-2024,VERONICA’S INN,Oriental Mindoro,PUERTO GALERA,"SITIO TALIPANAN BRGY. ANINUAN, PUERTO GALERA",(+63) 9619815244,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00837-2022,VICTORIA'S BED AND BREAKFAST,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9178297887,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01299-2023,VILLA ESCARCEO,Oriental Mindoro,PUERTO GALERA,"LIGHTHOUSE ROAD, SITIO IBABAW, PUERTO GALERA",(+63) 9660296753,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01318-2023,VILLA LUISITO TRANSIENT HAUZ,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9157340090,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00705-2022,VILLA MONICA HOTEL,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9157052025,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00620-2022,WHITE BEACH LODGE AND RESTAURANT,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 995-962-8219,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02626-2025,A A A APARTMENT,Oriental Mindoro,PUERTO GALERA,"SAN NICOLAS ST., BRGY. SABANG, PUERTO GALERA",(+63) 9275325368,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00748-2022,B/B WHITE BEACH GUEST HOUSE,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9674074272,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02426-2024,DIVE PLAN RESORT INC,Oriental Mindoro,PUERTO GALERA,"SILANGAN BRGY. SABANG, PUERTO GALERA",(+63) 9957587740,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00677-2022,JNA NICOLE LODGE,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH PUROK I, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9985411665,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00749-2022,LAS VILLAS DEL NATIVIDAD HOTEL,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9173131958,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01063-2022,LERMA HOUSE RENTAL,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9172548421,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00665-2022,PAPA FRED'S BEACH RESORT INC.,Oriental Mindoro,PUERTO GALERA,"ILANGAN, BRGY. SABANG, PUERTO GALERA",(+63) 9151477354,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00994-2022,PETER’S INN,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9655100615,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02432-2024,THE LIGHTHOUSE/CARSTEN REAL ESTATE INC.,Oriental Mindoro,PUERTO GALERA,"ESCARCEO KILIMA, PUERTO GALERA",(+63) 9176329898,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01059-2022,VILLA ANASTACIA INN,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9279816854 | (+63) 9213913303,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01056-2022,VILLA BIENVENIDABEACH RESORT,Oriental Mindoro,PUERTO GALERA,"PUROK 1, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9179398483,https://www.villabienvenida.com,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00301-2022,VILLA DE PICO HIGHLAND BEACH RESORT,Oriental Mindoro,PUERTO GALERA,"1013 PALANGAN ROAD, BRGY. PALANGAN, PUERTO GALERA",(+63) 9999956624,https://www.villadepico.com,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00752-2022,VILLA PAMANA INN,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9175032897 | (+63) 9178560399,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01303-2023,WHITE BEACH RESORT BAR & RESTAURANT,Oriental Mindoro,PUERTO GALERA,"PUROK 2, WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9233831210,,"October 31, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00114-2022,ATE EMS TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH SAN ISIDRO, PUERTO GALERA",(+63) 09174627924,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01912-2024,DONS G TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"442, SULI, BRGY. BALATERO, PUERTO GALERA",(+63) 956 669 7909,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00459-2022,LANIE TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"PUROK 1, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9361309913,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00558-2022,MATT DESTINATIONS TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH, BRGY. SAN ISIDRO, PUERTO GALERA",(+63) 9542263682,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00559-2022,PATHWAY TO PARADISE TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"SITIO KANLURAN, BRGY. SANTO NIÑO, PUERTO GALERA",(+63) 9213821590,https://p2ptravelandtours.my.canva.site,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00403-2022,PUERTO GALERA GET AWAY TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"WHITE BEACH SAN ISIDRO, PUERTO GALERA",(+63) 9171026662,https://www.liepertpuertogalera.wordpress.com,"June 30, 2026"
Region 4B,Travel and Tour Agency,DOT-R4B-TTA-02936-2025,DEPARTOURIO TRAVEL & TOURS,Oriental Mindoro,PUERTO GALERA,"ROXAS DR. COR. DEL PILAR ST., BRGY. SANTO NIÑO, PUERTO GALERA",(043) 288-3032,https://surl.li/ehzwxp,"June 30, 2026"
Region 4B,Travel and Tour Agency,DOT-R4B-TTA-00152-2022,JACN EVENTS AND TRAVEL SERVICES,Oriental Mindoro,PUERTO GALERA,"2F RAV BLDG. SITIO HONDURA, BRGY. POBLACION, PUERTO GALERA",(+63) 9975136214,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-01912-2024,JOHN AND ANN TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"BRGY. BALATERO, PUERTO GALERA",(+63) 998 961 1890,,"June 30, 2026"
Region 4B,Tour Operator,DOT-R4B-TOP-00495-2022,PUERTO GALERA ONLINE SERVICES,Oriental Mindoro,PUERTO GALERA,"POBLACION ASINAN, PUERTOGALERA",(+63) 9272817508,https://www.puertogalera.org/,"June 30, 2026"
Region 4B,Travel and Tour Agency,DOT-R4B-TTA-00658-2022,SYPHIL TRAVEL AND TOURS,Oriental Mindoro,PUERTO GALERA,"BALATERO PORT STREET, BRGY. BALATERO, PUERTO GALERA",(+63) 9662397987,,"June 30, 2026"
Region 4B,Land Transport Operator,DOT-R4B-TTO-01379-2023,PUERTO GALERA TRANSPORT SERVICE COOPERATIVE,Oriental Mindoro,PUERTO GALERA,"CONCEPCION ST., BRGY. POBLACION, PUERTO GALERA",(+63) 9171731227,,"April 30, 2026"
Region 4B,Water Transport Operator,DOT-R4B-TWT-02057-2024,CORAZON WATER TRANSPORT SERVICES,Oriental Mindoro,PUERTO GALERA,"TINA'S BAY WALK BRGY. SABANG, PUERTO GALERA",(+63) 917 524 9884 | (+63) 906 376 9033,,"April 30, 2026"
Region 4B,Water Transport Operator,DOT-R4B-TWT-03017-2025,PUERTO GALERA PENGUINS WATER TRANSPORT,Oriental Mindoro,PUERTO GALERA,"SABANG PORT, BRGY. SABANG, PUERTO GALERA",(+63) 9975062463,,"April 30, 2026"
Region 4B,Water Transport Operator,DOT-R4B-TWT-01911-2024,SHOGUN SHIPS CO. INC.,Oriental Mindoro,PUERTO GALERA,"CENTRO, BRGY. BALATERO, PUERTO GALERA",(+63) 917 861 0260,,"April 30, 2026"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-02351-2024,ACTION DIVE SHOP,Oriental Mindoro,PUERTO GALERA,"SMALL LALAGUNA BEACH, SABANG, PUERTO GALERA",(+63) 9202248665,https://www.actiondivers.com/,"November 15, 2025"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-00522-2022,ARKIPELAGO DIVERS INC,Oriental Mindoro,PUERTO GALERA,"SMALL LALAGUNA, SABANG, PUERTO GALERA",(+63) 9974950257,https://www.arkipelagodivers.com/en/v,"January 9, 2026"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-02662-2025,CORAL REEF SAFARI,Oriental Mindoro,PUERTO GALERA,"SABANG BAYWALK, BRGY., SABANG, PUERTO GALERA",(043) 288 6735,https://coralreefsafari.eco,"January 9, 2026"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-03009-2025,DIVEINN.PH CORP,Oriental Mindoro,PUERTO GALERA,"SABANG BEACH, BRGY. SABANG, PUERTO GALERA",(+63) 9956448477,,"July 11, 2026"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-02404-2024,THE OCEAN SHORE DIVESHOP AND RESTAURANT,Oriental Mindoro,PUERTO GALERA,"SITIO KANLURAN, SABANG, PUERTO GALERA",(+63) 63917655,,"November 14, 2025"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-00548-2022,TYRA DIVE SHOP,Oriental Mindoro,PUERTO GALERA,"LOY 33390° BEACHSIDE SABANG, PUERTO GALERA",(+63) 9564117773,https://www.divebeatclub.com,"November 13, 2025"
Region 4B,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-R4B-TSP-02438-2024,W&M DIVING CENTER,Oriental Mindoro,PUERTO GALERA,PALANGAN PUERTO GALERA,(+63) 9456795208,,"November 18, 2025"
Region 4B,Restaurant,DOT-R4B-RST-00210-2022,"FRANZ JOE VERANDA RESORT, INC. (RESTO VERANDA)",Oriental Mindoro,PUERTO GALERA,WHITE BEACH SAN ISIDRO PUERTO GALERA,(+63) 917 524 9884,,"July 11, 2026"
Region 4B,Restaurant,DOT-R4B-RST-02045-2024,LUCA CUCINA ITALIANA RESTAURANT,Oriental Mindoro,PUERTO GALERA,"SITIO TALIPANAN, BRGY. ANINUAN, PUERTO GALERA",(+63) 961 822 1272,www.lucacucinaitaliana.com,"July 9, 2026"
Region 4B,Spa,DOT-R4B-SPA-00311-2022,LOPEZ’S SPA,Oriental Mindoro,PUERTO GALERA,"BRGY. SABANG, PUERTO GALERA",(+63) 9178518005,,"December 23, 2025"
Region 4B,Spa,DOT-R4B-SPA-03006-2025,REFLEXZONE MASSAGE CLINIC,Oriental Mindoro,PUERTO GALERA,"CENTRO, BRGY. SABANG, PUERTO GALERA",(+63) 9999944562,,"December 23, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-02425-2024,KAMAYAN BAYVIEW BEACH RESORT INC.,Oriental Mindoro,ROXAS,"SITIO DALAHICAN BRGY. SAN JOSE, ROXAS",(+63) 9171692377,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00674-2022,LA PRIMERA GRANDE BEACH RESORT AND CATERING SERVICES INC,Oriental Mindoro,ROXAS,"SITIO DALAHICAN, BRGY. SAN JOSE, ROXAS",(+63) 9171692377,,"October 31, 2025"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01552-2023,SANJH ISLAND HOTEL,Oriental Mindoro,ROXAS,MORENTE AVENUE BRGY. BAGUMBAYAN ROXAS,(+63) 977 424 0161,,"October 31, 2025"
Region 4B,Hotel,DOT-R4B-HTL-01108-2023,A&A PLAZA HOTEL,Palawan,Puerto Princesa City,"WESCOM ROAD, BRGY. SAN MIGUEL, PUERTO PRINCESA CITY",(+63) 9175182274,wp.aaplazahotel.com,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-00841-2022,CITYSTATE ASTURIAS HOTEL,Palawan,Puerto Princesa City,"KM3 SOUTH NATIONAL HIGHWAY, BRGY. TINIGUIBAN, PUERTO PRINCESA CITY",(+63) 9274467830,https://www.asturiashotel.ph/,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01288-2023,FERSAL HOTEL AND RESTAURANT,Palawan,Puerto Princesa City,"RIZAL AVENUE EXTENSION, BRGY. BANCAO-BANCAO, PUERTO PRINCESA CITY",(+63) 919 072 0576,,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-00843-2022,HOLIDAY SUITES,Palawan,Puerto Princesa City,"NATIONAL HIGHWAY, BRGY. TINIGUIBAN, PUERTO PRINCESA CITY",(+63) 9399242756 / (+63) 9177705532,https://holidaysuites.ph/,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01024-2022,HOTEL CENTRO (GREENMOUNTAIN PHILIPPINES CORPORATION),Palawan,Puerto Princesa City,"NATIONAL HIGHWAY, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9175991914,,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-00629-2022,"HOTEL FLEURIS, INC.",Palawan,Puerto Princesa City,"LACAO STREET, BRGY. MANINGNING (POB.), PUERTO PRINCESA CITY",(+63) 917 118 8949,https://www.hotelfleurispalawan.com,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01389-2023,IWH PUERTO PRINCESA HOTEL CORP,Palawan,Puerto Princesa City,"RIZAL AVENUE EXTENSION, BRGY. BANCAO-BANCAO, PUERTO PRINCESA CITY",(048) 7165100,https://www.bwplusivywall.com/,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-00814-2022,GO HOTELS – PUERTO PRINCESA,Palawan,Puerto Princesa City,"NORTH NATIONAL HIGHWAY COR., SOLID RD., BRGY. SAN MANUEL, PUERTO PRINCESA",(+63) 9988401637,https://www.gohotels.ph/,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-00920-2022,LUANA LIFESTYLE AND LEISURE HOTEL INC (HUE HOTELS AND RESORTS PUERTO PRINCESA,Palawan,Puerto Princesa City,"KM 3 NORTH NATIONAL HIGHWAY, BRGY. SAN MANUEL, PUERTO PRINCESA CITY",(048) 717-8800,puertoprincesa.thehuehotel.com,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01053-2022,PALAWAN UNO HOTEL,Palawan,Puerto Princesa City,"NATIONAL HIGHWAY, BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9175999666,palawanunohotel.com,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01197-2023,PRIME FALCON CORPORATION,Palawan,Puerto Princesa City,"BM ROAD, SAN MANUEL, PUERTO PRINCESA CITY",(+63) 9176788885,https://www.azizaparadisehotel.ph,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-01878-2024,SOTOGRANDE PALAWAN HOTEL INC.,Palawan,Puerto Princesa City,"NATIONAL HIGHWAY, PUROK MASIGLA, BRGY. TAGBUROS PUERTO PRINCESA CITY",(+63) 9993682711,https://www.sotograndehotels.com/,"October 31, 2026"
Region 4B,Hotel,DOT-R4B-HTL-02383-2024,SUNLIGHT GUEST HOTEL INC.,Palawan,Puerto Princesa City,"3RD FLR. UNITOP BUILDING, MALVAR ST. PUERTO PRINCESA CITY",(+63) 9178456638,,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-01927-2024,ACACIAHILL DEVELOPMENT CORPORATION,Palawan,Puerto Princesa City,"F. PONCE DE LEON ROAD, PUERTO PRINCESA CITY",(+63) 989319999,http://www.thefunnylion.com,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-00896-2022,ASTORIA PALAWAN,Palawan,Puerto Princesa City,"KM 62 NORTH NATIONAL HIGHWAY, BRGY. SAN RAFAEL, PUERTO PRINCESA CITY",(+63) 998-961-3422,https://astoriapalawan.com/,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-01293-2023,DALUYON BEACH AND MOUNTAIN RESORT,Palawan,Puerto Princesa City,"SABANG BEACH BARAGAY CABAYUGAN, PUERTO PRINCESA CITY",(+63) 917-892-6316,https://daluyonbeachandmountainresort.com/,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-01592-2023,"FOUR POINTS BY SHERATON, PUERTO PRINCESA",Palawan,Puerto Princesa City,"SABANG BEACH BARAGAY CABAYUGAN, PUERTO PRINCESA CITY",(048) 550 9000,www.fourpointspalawan.com,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-01915-2024,"PONCE DE LEON RESORT PALAWAN, INC.",Palawan,Puerto Princesa City,"F. PONCE DE LEON ROAD., BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9952372939,,"October 31, 2026"
Region 4B,Resort,DOT-R4B-RES-01247-2023,PRINCESA GARDEN ISLAND RESORT AND SPA,Palawan,Puerto Princesa City,"SO. CANIGARAN, BRGY. BANCAO-BANCAO, PUERTO PRINCESA CITY",(+63) 9485887256,https://www.princesagardenisland.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-01198-2023,ALA AMID BED & BREAKFAST,Palawan,Puerto Princesa City,"BM ROAD, BRGY. SAN MANUEL, PUERTO PRINCESA CITY",(+63) 9178154899,https://amidpuertoprincesa.com/,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00958-2022,ANGELIC MANSION,Palawan,Puerto Princesa City,"WESCOM ROAD BRGY. SAN PEDRO, PUERTO PRINCESA CITY",(+63) 9985694757,https://www.angelicmansion.com,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00355-2022,ATREMARU JUNGLE RETREAT,Palawan,Puerto Princesa City,"PUROK PAGKAKAISA, BARANGAY BUENAVISTA, PUERTO PRINCESA CITY",(+63) 9283348330,,"October 31, 2026"
Region 4B,Mabuhay Accommodation,DOT-R4B-MAB-00835-2022,BALAY TUKO GARDEN INN,Palawan,Puerto Princesa City,"Purok Bayanihan, Brgy. San Manuel, Puerto Princesa City",(+63) 9175510971,---,"October 31, 2026"
