Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00869-2021,The Lighthouse Beach Resort,Cebu,Oslob,"Brgy. Looc, Oslob, Cebu",(032) 383-4377,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02017-2023,Torre de Alcoy Resort,Cebu,Alcoy,"Purok 1, Brgy. Daan-Lunsod, Alcoy, Cebu",0922-2862170 / 0917-1346942,https://torredealcoy.com.ph,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00755-2021,Tublle Breeze Coastal Resort,Cebu,Moalboal,"Looc, Brgy. Saavedra, Moalboal, Cebu",0917-7725561,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02846-2024,Turtle Bay Dive Resort,Cebu,Moalboal,"Tongo Point, Brgy. Basdiot, Moalboal, Cebu",0917-6314240,http://www.turtlebaydiveresort.com,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00899-2021,Villa Cordiñera,Cebu,Santa Fe,"C. Batiancila St., Brgy. Talisay, Santa Fe, Cebu",0917-5240894,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00761-2021,Villagonzalo Traveller's Inn,Cebu,Ronda,"Brgy. Poblacion, Ronda, Cebu",(032) 503-2144 / 0929-4714470 / 0920-8047598,https://www.mill.tek.machining.ph,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04129-2025,Vivi's Pension House,Cebu,San Remigio,"Purok Bayabas, Brgy. Poblacion, San Remigio, Cebu",0917-1361393,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00865-2021,West35 Eco Adventure Park,Cebu,Balamban,"KM 35 Transcentral Highway, Brgy. Gaas, Balamban, Cebu",(032) 514-3262 / 0917-7059833,http://west35ecomountainresort.com.ph/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03748-2024,Windy Peak Campsite and Retreat Center,Cebu,Dumanjug,"Brgy. Cotcoton, Dumanjug, Cebu",0977-8476518,https://www.facebook.com/windypeakcamp,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00726-2021,Woody's Beach Resort,Cebu,Medellin,"Sitio Lahug, Brgy. Antipolo, Medellin, Cebu",0917-6282020,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04264-2025,World Big 4 Resort,Cebu,Badian,"Brgy. Lambug, Badian, Cebu",0915-4294747 / 0985-3860551,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00546-2021,Zhang Resort and Dive Center,Cebu,Daanbantayan,"Brgy. Logon, Daanbantayan, Cebu",0919-3328916,https://zhangresortmalapascua.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04224-2025,1 Peace Beach Resort,Bohol,Anda,"Purok 1, Brgy. Virgen, Anda, Bohol",0977-2893254,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00897-2021,7 Meadows Inn,Bohol,Tagbilaran City,"0299 J.A. Clarin St., Brgy. Cogon, Tagbilaran City, Bohol",(038) 427-2175 / 0909-0926796,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01733-2023,Abraham Bohol,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0956-8432511,https://www.abraham.travel/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00115-2021,Acacia Sunset Village Inn,Bohol,Panglao,"Purok 4, Brgy. Danao, Panglao, Bohol",0956-2508909,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02978-2024,Alaia Apartment Rental,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0917-1059300,https://alaiapanglao.com/long-term/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01438-2022,Alona 42 Resort,Bohol,Panglao,"Kalipayan Road, Brgy. Danao, Panglao, Bohol",0918-3069603,,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00527-2021,Alona Austria Resort,Bohol,Panglao,"Alona Beach Rd., Brgy. Tawala, Panglao, Bohol",(032) 427-1197 / 0928-7040820,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00250-2021,Alona Bamboo-House Inn,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0929-5419244,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00950-2021,Alona Coral Garden Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol","0919-0956872, 0968-8566021",http://www.alonascoralgarden.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00336-2021,Alona de Tropicana Resort,Bohol,Panglao,"Purok 3, Brgy. Tawala, Panglao, Bohol",0939-9038431,http://alonadetropicana.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00817-2021,Alona Gecko Inn,Bohol,Pangalo,"Circumferential Road, Brgy. Tawala, Pangalo, Bohol",(038) 422-8510 / 0929-1667258,http://www.alonagecko.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02849-2024,Alona Grove Tourist Inn,Bohol,Panglao,"Sitio Katibo, Brgy. Danao, Panglao, Bohol",0920-9496529,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00595-2021,Alona Hidden Dream Resort,Bohol,Panglao,"Alona Beach, Brgy. Tawala, Panglao, Bohol",0951-7129984,,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00182-2021,Alona Katchajo Inn,Bohol,Panglao,"Purok 7, Brgy. Tawla, Panglao, Bohol",(038) 502-9968 / 0921-4037683,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03815-2025,Alona M Resort,Bohol,Panglao,"Purok 3, Brgy. Danao, Panglao, Bohol",0949-7830199,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00234-2021,Alona Mariner's Resort,Bohol,Panglao,"Purok 7, Brgy. Tawla, Panglao, Bohol",0912-4061888 / 0961-6187305,https://alona-mariners-resort.business.site/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02019-2023,Alona Rose Hotel,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0981-7935629,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02062-2024,Alona Royal Palm Resort & Restaurant,Bohol,Panglao,"Alona Beach Road, Purok 7, Brgy. Tawala, Panglao, Bohol",0917-8138998,https://alonaroyalpalm.com/en/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01784-2023,Alona Swiss Resort,Bohol,Panglao,"Ester Lim Drive, Brgy. Tawala, Panglao, Bohol",0927-3077616,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00657-2021,Alona Vel Condotels,Bohol,Panglao,"Brgy. Danao, Panglao, Bohol",0912-2504175,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00123-2021,Alona Vida Beach Resort - Main,Bohol,Panglao,"Alona Beach, Brgy. Tawala, Panglao, Bohol",(038) 422-8726,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01827-2023,Alona Vida Beach Resort - Branch II,Bohol,Panglao,"Esterlim Drive, Brgy. Tawala, Panglao, Bohol",0928-6336514,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03652-2024,Alona Whitehouses Resort,Bohol,Panglao,"Purok 7, Brgy. Tawala, Panglao, Bohol",0917-1093629,https://www.alonawhitehouses.com,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00175-2021,Alonaland Resort & Cottages,Bohol,Panglao,"Ester Lim Drive, Brgy. Tawala, Panglao, Bohol",0917-3040211,http://alonaland.ch/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00932-2021,Amihan Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",(038) 412-1929 / '0947-2026694,https://www.amihanresortpanglao.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03466-2024,Amola Dive Center,Bohol,Panglao,"Purok 7, Brgy. Bil-isan, Panglao, Bohol",0999-5827093,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00330-2021,Amphitrite Resort,Bohol,Panglao,"Purok 2, Brgy. Tawala, Panglao, Bohol",0956-0088198,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03789-2025,Am's Apartelle,Bohol,Tagbilaran City,"No. 14, Caimito Drive, Brgy. Dampas, Tagbilaran City, Bohol",(038) 427-1803 / 0917-3246367,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00301-2021,Ananda Resort,Bohol,Panglao,"Purok 2, Brgy. Libaong, Panglao, Bohol",0926-9002113 / 0956-9341738,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04452-2025,Andabay Tourist Inn,Bohol,Anda,"Brgy. Poblacion, Anda, Bohol",0910-5036661,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00683-2021,Anda Poseidon's Beach Resort,Bohol,Anda,"End of Arcadio Casil Barangay Road, Brgy. Virgen, Anda, Bohol",0919-9655451,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04120-2025,Anda View Lodge,Bohol,Anda,"Brgy. Poblacion, Anda, Bohol",0999-4808055,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03740-2024,Anjatz Condotel,Bohol,Panglao,"Brgy. Danao, Panglao, Bohol",0917-3067437,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00328-2021,Arabelle Suites,Bohol,Tagbilaran City,"0055 New Calceta St., Brgy. Cogon, Tagbilaran City, Bohol",0999-3692946,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00503-2021,Aramara Resort,Bohol,Panglao,"Purok 2, Brgy. Libaong, Panglao, Bohol",0947-2405586,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01959-2023,"Avventura In Paradiso, Inc. / Villa Formosa",Bohol,Panglao,"Brgy. Bolod, Panglao, Bohol",0918-5619268,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00197-2021,B and J Guesthouse and Functions Inc.,Bohol,Tagbilaran City,"0409 Bantol St., Dampas District, Tagbilaran City, Bohol","0942-9764512, 0956-9560033",http://boholguesthouseandtours.com/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00607-2021,Bali Villas,Bohol,Panglao,"Purok 4, Brgy. Bolod, Panglao, Bohol",0977-8055727,https://www.balipanglao.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00308-2023 (M),Bathala Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",(038) 412-8833 / 0956-6431669,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04221-2025,Belle Homes Resort,Bohol,Panglao,"P4, Brgy. Danao, Panglao, Bohol",0970-3310242,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02016-2023,Bird of Paradise Bohol Resort Inc.,Bohol,Panglao,"Ester A. Lim Drive Purok 7, Brgy. Tawala, Panglao, Bohol",0917-5222473,https://www.birdofparadise.ph/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00892-2021,Blue Ocean Bohol Inc.,Bohol,Panglao,"Alona Beach, Brgy. Danao, Panglao, Cebu",0916-2418018,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00247-2021,Blue Planet Panglao Apartment,Bohol,Panglao,"Purok 4, Brgy. Tawala, Panglao, Bohol",0946-2296689 / 0918-5491310,https://blueplanetpanglao.wibsite.com/blueplanet,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01171-2022,Bodare Pension House,Bohol,Tagbilaran City,"Bodare Bldg., Brgy. Dao, Tagbilaran City, Cebu",(038) 422-8034,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00089-2021,Bohol Casa Niño Beach Resort,Bohol,Panglao,"Kalipayan Road, Brgy. Danao, Panglao, Bohol",0923-0907965,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02055-2024,Bohol Cattleya Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0995-4769880 / 0927-0498308,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01861-2023,Bohol Coastal View Hotel,Bohol,Panglao,"Purok 4, Brgy. Tawala, Panglao, Bohol",0999-9338000,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00321-2023 (M),Bohol Coco Farm,Bohol,Panglao,"Purok 1, Brgy. Libaong, Panglao, Bohol",0917-3049801,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03289-2024,Bohol Diocesan Multi-Purpose Cooperative Pension House,Bohol,Panglao,"P7 Cascajo, Brgy. Danao, Panglao, Bohol",0925-7135514,http://www.bdmpc.yolasite.com/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00318-2023 (M),Bohol Dolphin Bay Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0939-8258888,,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00126-2021,Bohol Ecotel,Bohol,Tagbilaran City,"64-A A. Hontanosas St. Ext., Brgy. Poblacion III, Tagbilaran City, Bohol",(038) 502-0442 / 0927-0867039,www.boholecotel.com/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03825-2025,Bohol Pearl Dive Center,Bohol,Panglao,"Purok 5, Brgy. Poblacion, Panglao, Bohol",0948-3715792,https://cafe.naver.com/boholpearldive,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00319-2023 (M),Bohol Plaza Mountain Resort and Restaurant,Bohol,Dauis,"Dayo Hill, Mayacabac, Dauis, Bohol",0998-4722144,,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01777-2023,Bohol Sea Breeze Cottages & Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0976-1487045,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00131-2021,Bohol Sea Resort,Bohol,Panglao,"Purok 3, Sitio Daurong, Brgy. Danao, Panglao, Bohol",(038) 422-8022,https://www.boholsearesort.ph/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00192-2021,Bohol South Beach Hotel,Bohol,Panglao,"Purok 4, Sitio Daorong, Brgy. Danao, Panglao, Bohol","(038) 422-8017, 0917-3152698",-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00259-2021,Bohol Sunside Resort,Bohol,Panglao,"Purok 2, Brgy. Tawala, Panglao, Bohol",0918-9620665,https://bohol-sunside-resort.com/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00643-2021,Bolod Beach Resort,Bohol,Panglao,"Purok 6, Brgy. Bolod, Panglao, Bohol",0920-6039927,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00139-2021,Brielle's Travellers Inn,Bohol,Tagbilaran City,"107 P. Belderol Street, Brgy. Cogon, Tagbilaran City, Bohol",0919-0011241,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04082-2025,Buona Resort,Bohol,Panglao,"Purok 2, Brgy. Tawala, Panglao, Bohol",0908-3825750,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03468-2024,Busai Dreamfalls Resort,Bohol,Loboc,"Sitio Busay, Brgy. Quinoguitan, Loboc, Bohol",0906-0638416,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04293-2025,Canna Boutique Hostel,Bohol,Panglao,"Purok 1, Brgy. Tawala, Panglao, Bohol",0954-0767224,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00006-2020,Casa Teofista,Bohol,Panglao,"Purok 3, Brgy. Tawala, Panglao, Bohol",0981-6170838,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00978-2021,Casita Angela Pension House,Bohol,Panglao,"Purok 5, Brgy. Doljo, Panglao, Bohol",0917-1073804,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00954-2021,Castle King Inn,Bohol,Panglao,"Purok 5, Brgy. Doljo, Panglao, Bohol",0915-8414566,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00332-2021,Cherrys@ Home Too Inland Resort,Bohol,Panglao,"Brgy. Tawala, Panglao, Bohol",0998-5526530,https://www.cherryshome.com/contact-us/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00074-2021,Chez Judy Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0949-9807328,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03714-2024,Chriscent Ville Pension House,Bohol,Tagbilaran City,"0016 Gallares St., Brgy. Poblacion II, Tagbilaran City, Bohol",(038) 411-4029 / 0977-8248642,https://www.chriscentvillebohol.com/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00244-2021,Christelle Dawn Inn,Bohol,Panglao,"Purok 5, Brgy. Tawala, Panglao, Bohol",0956-0061382,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00007-2020,Citadel Alona Inn,Bohol,Panglao,"Lot 440A Circumferential Rd., Brgy. Tawala, Panglao, Bohol",(038)422-8162,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02012-2023,Cococabana Apartelle,Bohol,Panglao,"Purok 4, Brgy. Looc, Panglao, Bohol",0929-3202747,http://cococabanapanglao.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03530-2024,Cocomango's Resort,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0999-8886700,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04112-2025,Cocotree Resort Panglao,Bohol,Panglao,"Brgy. Danao, Panglao, Bohol",0985-0234181,https://www.cocotreeresort.com.ph,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00664-2021,Cresebo Mansion-Bohol Hotel,Bohol,Tagbilaran City,"42 F. Torralba St., Brgy. Cogon, Tagbilaran City, Bohol",0939-9776517,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01477-2022,CU Resort Resto and Deli,Bohol,Panglao,"Brgy. Tawala, Panglao, Bohol",(038) 422-8531,https://www.alonapyramid.com,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00879-2021,D & B Bluestar Beach Resort,Bohol,Panglao,"Purok 2, Brgy. Libaong, Panglao, Bohol",0917-6700965,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02365-2024,D' Partner's Inn,Bohol,Jagna,"Brgy. Ipil, Jagna, Bohol",0948-7988904,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00094-2021,Dao Diamond Center,Bohol,Tagbilaran City,"0821 J.A. Clarin St., Brgy. Dao, Tagbilaran City, Bohol",(038) 427-1740,https://www.daodiamond.com/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02332-2024,Darunday Manor,Bohol,Tagbilaran City,"0022 J.A. Clarin Street, Brgy. Poblacion III, Tagbilaran City, Hotel",(038) 412-2512,https://www.darundaymanor.com,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01014-2021,Deep Blue Dive Resort,Bohol,Panglao,"Purok 4, Daorong, Brgy. Danao, Panglao, Bohol",0917-3247407,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04080-2025,Diving Addiction Resort,Bohol,Panglao,"Purok 4, Brgy. Bolod, Panglao, Bohol",0994-7259137,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04213-2025,Diving King Resort,Bohol,Panglao,"Purok 1, Brgy. Tawala, Panglao, Bohol",0939-9119083,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00361-2021,Domos & Gwen Guest House,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",0907-3678599 / 0965-4876930,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04108-2025,Drew Hostel,Bohol,Tagbilaran City,"CPG East Avenue, Brgy. Mansasa, Tagbilaran City, Bohol",0922-3358524,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00118-2021,Dubay Panglao Beachfront Resort,Bohol,Panglao,"P6 Sitio Sapa, Brgy. Bolod, Panglao, Bohol",0968-8539839,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04216-2025,Dumaluan Beach Resort,Bohol,Panglao,"Sapa, Brgy. Bolod, Panglao, Bohol",0933-8532581,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-03822-2025,Dynamic Bohol Dive and Resort,Bohol,Panglao,"Purok 5, Brgy. Tangnan, Panglao, Bohol",0966-2732934,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-04271-2025,E L Westensee Resort,Bohol,Dauis,"Purok 1, Brgy. Dao, Dauis, Bohol",0927-0136040,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01887-2023,Ecostay Panglao Resort Hotel,Bohol,Panglao,"Purok 5 Sapa, Brgy. Bolod, Panglao, Bohol",0961-1643802,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00029-2021,Edelrich Inn,Bohol,Ubay,"Brgy. Fatima, Ubay, Bohol",0961-7315257,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01730-2023,Espacio Resort Bohol,Bohol,Panglao,"Daorong, Brgy. Danao, Panglao, Bohol",0985-2540297,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00464-2021,FDS Resort,Bohol,Panglao,"Beach Front, Purok 5, Brgy. Doljo, Panglao, Bohol",0916-2443034,https://www.freedivesuperhome.com/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01007-2021,Fox & The Firefly Cottages,Bohol,Loboc,"Purok 2, Barangay Road, Brgy. Valladolid, Loboc. Bohol",(038) 422-0700,https://www.foxandthefireflycottages.com,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00088-2021,Gaeas Apartment and Residences,Bohol,Panglao,"Purok 1, Brgy. Libaong, Panglao, Bohol",0932-4666756,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01955-2023,Go 2 Dive Bohol,Bohol,Panglao,"Purok-3 Dive Thru Building, Brgy. Danao, Panglao, Bohol",0942-9491040,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01650-2023,Golden Palm Resort,Bohol,Panglao,"Purok 3, Brgy. Danao, Panglao, Bohol",0939-9140450,https://alonagoldenpalm.com/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00632-2021,Greenfields Tourist Inn,Bohol,Panglao,"Greenfields St., Brgy. Tawala, Panglao, Bohol",0933-5630290,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00468-2021,Guindulman Bay Tourist Inn,Bohol,Guindulman,"Brgy. Cabantian, Guindulman, Bohol",0916-6396285,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00236-2021,GV Hotel Tagbilaran / Vismin GV Hotel Inc.,Bohol,Tagbilaran City,"JS Borja St., Brgy. Poblacion II, Tagbilaran City, Bohol",0917-7034508,https://www.gvhotels.com.ph/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00327-2023 (M),H Resort - The Coral Cliff,Bohol,Calape,"Looc, Calape, Bohol",0917-7136174,https://www.thehresorts.com.ph/,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-02980-2024,Halamanan Residences,Bohol,Panglao,"Purok 7, Brgy. Tawala, Panglao, Bohol",0917-1205644,https://halamananresidences.com/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00582-2021,Harmony Hotel,Bohol,Panglao,"Alona Area, P5, Brgy. Danao, Panglao, Bohol",0939-9041445,-,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00114-2021,Hayahay / GS Resort,Bohol,Panglao,"Alona Beach, Brgy. Tawala, Panglao, Bohol",(038) 417-3279 / 0919-3633749,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00325-2023 (M),Hayahay Resort,Bohol,Panglao,"Alona Beach, Brgy. Tawala, Panglao, Bohol",(038) 417-3271 / 0919-3633749,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00785-2021,Hibiscus Garden Apartelle,Bohol,Panglao,"Purok 1, Brgy. Bil-isan, Panglao, Bohol",0967-7983559,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00237-2021,Hidden Lagoon Resort,Bohol,Panglao,"Kanangkaan St., Maug Ave., Purok-6, Brgy. Danao, Panglao, Bohol",0920-6110255,,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-01961-2023,Homestay de Bai,Bohol,Baclayon,"Brgy. Poblacion, Baclayon, Bohol",0917-3060145,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00465-2021,Hotel Fleur De Liz Tagbilaran,Bohol,Tagbilaran City,"Carlos P. Gracia Avenue, Brgy. Cogon, Tagbilaran City, Bohol",0917-7070974,https://www.hotelfleurdeliz.com.ph/,"October 31, 2026"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00915-2021,Hotel Renate,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",(038) 427-3665 / 0961-5232139 / 0920-3790411,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00307-2021,Innbox Bed & Bath Pension House,Bohol,Panglao,"Purok 5, Brgy. Tawala, Panglao, Bohol",0912-4346474,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00411-2021,Isis Bungalows,Bohol,Panglao,"Purok 5, Brgy. Danao, Panglao, Bohol",(038) 502-9292 / 0912-1243994,-,"October 31, 2025"
Region 7,Mabuhay Accommodation,DOT-R07-MAB-00193-2021,"Island Tiki Paradise Resort, Inc.",Bohol,Dauis,"Purok 2, Brgy. San Isidro, Dauis, Bohol",0947-4213341 / 0945-7526323,-,"October 31, 2025"
